pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PACIFIC	scaffold21	1	500000	0.002914328617719118	6111	295	101224	98332
ATLANTIC	scaffold22	1	500000	0.0008935345190929782	5908	53	59315	113389
PACIFIC	scaffold22	1	500000	0.005071362848522457	4931	237	46733	125971
ATLANTIC	scaffold23	1	500000	0.0	2984	0	47886	35806
PACIFIC	scaffold23	1	500000	0.006191295144860431	2526	234	37795	45897
ATLANTIC	scaffold24	1	500000	0.0065098085007006075	1987	223	34256	22360
PACIFIC	scaffold24	1	500000	0.012193379376041915	1104	256	20995	35621
ATLANTIC	scaffold25	1	500000	0.0015349304260507818	4588	107	69710	61470
PACIFIC	scaffold25	1	500000	0.007913619900225518	4013	579	73165	58015
ATLANTIC	scaffold26	1	500000	6.889780732728181e-05	4271	4	58057	72451
PACIFIC	scaffold26	1	500000	0.0005906907143419705	3751	30	50788	79720
ATLANTIC	scaffold27	1	500000	0.00035499098131020455	6248	37	104228	73404
ATLANTIC	scaffold27	500001	1000000	0.008090232668005197	1165	137	16934	22182
PACIFIC	scaffold27	1	500000	0.006475294117647059	5906	688	106250	71382
PACIFIC	scaffold27	500001	1000000	0.002087235750602087	1366	39	18685	20431
ATLANTIC	scaffold28	1	500000	0.001349856882643768	3454	83	61488	37716
PACIFIC	scaffold28	1	500000	0.008410606800065073	3370	517	61470	37734
ATLANTIC	scaffold29	1	500000	0.013896025557963406	3315	622	44761	48423
PACIFIC	scaffold29	1	500000	0.021758208503555757	2207	719	33045	60139
ATLANTIC	scaffold30	1	500000	0.0004413374289446739	9153	75	169938	88278
ATLANTIC	scaffold30	500001	1000000	0.001685560625303793	6901	215	127554	67634
PACIFIC	scaffold30	1	500000	0.001287196183841902	6830	136	105656	152560
PACIFIC	scaffold30	500001	1000000	0.003298569434442044	6204	371	112473	82715
ATLANTIC	scaffold31	1	500000	0.00044526481112676283	7501	55	123522	92834
PACIFIC	scaffold31	1	500000	0.003907280821976114	7315	459	117473	98883
ATLANTIC	scaffold32	1	500000	0.0019090593543908366	5501	165	86430	70342
PACIFIC	scaffold32	1	500000	0.011539052721723283	5103	1051	91082	65690
ATLANTIC	scaffold33	1	500000	0.0017758176567012724	4125	91	51244	79152
PACIFIC	scaffold33	1	500000	0.0028261361067148994	2910	75	26538	103858
ATLANTIC	scaffold34	1	500000	0.004242521883894528	3307	237	55863	38665
PACIFIC	scaffold34	1	500000	0.005734791065799182	3048	342	59636	34892
ATLANTIC	scaffold35	1	500000	0.00017545090883570776	2205	5	28498	36882
ATLANTIC	scaffold35	500001	1000000	0.0022216159332735705	2560	114	51314	21374
PACIFIC	scaffold35	1	500000	0.0008596868283696653	1358	14	16285	49095
PACIFIC	scaffold35	500001	1000000	0.005922485643822794	2451	329	55551	17137
ATLANTIC	scaffold36	1	500000	0.002172217890163752	1857	39	17954	35862
PACIFIC	scaffold36	1	500000	0.012061606977175728	808	65	5389	48427
ATLANTIC	scaffold37	1	500000	0.0018486982402847456	7121	241	130362	71154
PACIFIC	scaffold37	1	500000	0.0035204395127769544	6249	487	138335	63181
ATLANTIC	scaffold38	1	500000	0.0024336131825600828	5580	249	102317	56079
PACIFIC	scaffold38	1	500000	0.01105314680115488	5430	892	80701	77695
ATLANTIC	scaffold39	1	500000	0.0005348215323799559	2200	23	43005	18679
PACIFIC	scaffold39	1	500000	0.004909634267824107	1605	69	14054	47630
ATLANTIC	scaffold41	1	500000	0.0006394416265660901	6052	59	92268	77580
PACIFIC	scaffold41	1	500000	0.0025222179671715505	5083	191	75727	94121
ATLANTIC	scaffold42	1	500000	0.0027953806650729204	6109	221	79059	102269
ATLANTIC	scaffold42	500001	1000000	0.00590960983144181	3459	352	59564	37400
PACIFIC	scaffold42	1	500000	0.008417329042981652	4165	395	46927	134401
PACIFIC	scaffold42	500001	1000000	0.0027170397205330574	2789	126	46374	50590
ATLANTIC	scaffold43	1	500000	0.0007239576350717255	3165	27	37295	76525
PACIFIC	scaffold43	1	500000	0.0029718361375274324	3258	65	21872	91948
ATLANTIC	scaffold44	1	500000	0.001366622864651774	6927	156	114150	82634
PACIFIC	scaffold44	1	500000	0.002738462142478554	5876	279	101882	94902
ATLANTIC	scaffold46	1	500000	0.0015936380705934329	4979	101	63377	96251
PACIFIC	scaffold46	1	500000	0.005108801507096444	5225	320	62637	96991
ATLANTIC	scaffold47	1	500000	0.0006490872210953347	3952	32	49300	64548
PACIFIC	scaffold47	1	500000	0.0023854224185532857	3645	108	45275	68573
ATLANTIC	scaffold48	1	500000	0.0007116614626422211	5233	80	112413	34643
PACIFIC	scaffold48	1	500000	0.0008410240308599751	4244	75	89177	57879
ATLANTIC	scaffold49	1	500000	0.0015226880519744188	5041	75	49255	100685
PACIFIC	scaffold49	1	500000	0.008600754594506876	4119	424	49298	100642
ATLANTIC	scaffold50	1	500000	0.001315681276210838	734	16	12161	21551
PACIFIC	scaffold50	1	500000	0.0066156440524062785	1202	102	15418	18294
ATLANTIC	scaffold51	1	500000	0.0012766793243420191	6360	117	91644	96152
PACIFIC	scaffold51	1	500000	0.004472923734137454	5476	356	79590	108206
ATLANTIC	scaffold52	1	500000	0.0016074820984948123	701	11	6843	12813
PACIFIC	scaffold52	1	500000	0.0	311	0	766	18890
ATLANTIC	scaffold53	1	500000	0.0031934703538051895	8034	367	114922	121958
PACIFIC	scaffold53	1	500000	0.002045172277875698	7709	275	134463	102417
ATLANTIC	scaffold54	1	500000	0.0026705653021442495	6163	274	102600	73072
PACIFIC	scaffold54	1	500000	0.006076069799122105	5536	562	92494	83178
ATLANTIC	scaffold55	1	500000	0.0041100756050944645	3797	243	59123	52765
PACIFIC	scaffold55	1	500000	0.012108662080584023	3529	690	56984	54904
ATLANTIC	scaffold56	1	500000	0.0037159372419488025	1417	126	33908	8680
PACIFIC	scaffold56	1	500000	0.012076429803717327	1491	371	30721	11867
ATLANTIC	scaffold57	1	500000	0.0036442294372755657	4567	342	93847	34645
PACIFIC	scaffold57	1	500000	0.004201793842755945	3967	312	74254	54238
ATLANTIC	scaffold58	1	500000	0.004340056165432729	783	34	7834	14090
PACIFIC	scaffold58	1	500000	0.0	232	0	1350	20574
ATLANTIC	scaffold59	1	500000	0.0012418854078464579	4056	66	53145	62579
PACIFIC	scaffold59	1	500000	0.0014506443559813777	2166	43	29642	86082
ATLANTIC	scaffold60	1	500000	0.0007157071535802814	4697	41	57286	75630
PACIFIC	scaffold60	1	500000	0.0007472245943637916	1913	14	18736	114180
ATLANTIC	scaffold61	1	500000	0.0015656750724541125	9688	282	180114	92326
PACIFIC	scaffold61	1	500000	0.004347771922612151	5997	349	80271	192169
ATLANTIC	scaffold62	1	500000	0.0007189359747573591	3782	54	75111	31177
PACIFIC	scaffold62	1	500000	0.0017465234297765768	1718	53	30346	75942
ATLANTIC	scaffold63	1	500000	0.0004277922355709244	1800	12	28051	22517
PACIFIC	scaffold63	1	500000	0.0024816694867456288	1706	44	17730	32838
ATLANTIC	scaffold64	1	500000	0.002352520009205513	2327	92	39107	26861
PACIFIC	scaffold64	1	500000	0.006823182109338012	2076	245	35907	30061
ATLANTIC	scaffold65	1	500000	0.0030269893342208276	4314	191	63099	57945
PACIFIC	scaffold65	1	500000	0.01211238589137925	2388	341	28153	92891
ATLANTIC	scaffold66	1	500000	0.0020869625209127443	3474	121	57979	39881
PACIFIC	scaffold66	1	500000	0.005515869427615516	3187	305	55295	42565
ATLANTIC	scaffold67	1	500000	0.0032702710963048993	3462	214	65438	31890
PACIFIC	scaffold67	1	500000	0.007578200580457917	3292	517	68222	29106
ATLANTIC	scaffold68	1	500000	0.0011877133105802047	5096	87	73250	71902
PACIFIC	scaffold68	1	500000	0.0022918389853873724	4686	133	58032	87120
ATLANTIC	scaffold69	1	500000	0.004700248315005321	1352	106	22552	15444
PACIFIC	scaffold69	1	500000	0.007436480066102045	1275	144	19364	18632
ATLANTIC	scaffold70	1	500000	0.0004203951714611735	4157	28	66604	53404
PACIFIC	scaffold70	1	500000	0.0006599046804350483	2560	27	40915	79093
ATLANTIC	scaffold71	1	500000	0.00034127055672174213	7756	53	155302	64162
PACIFIC	scaffold71	1	500000	0.003288158549620189	6400	403	122561	96903
ATLANTIC	scaffold72	1	500000	0.003753885858408118	13157	640	170490	208602
PACIFIC	scaffold72	1	500000	0.011167528502897015	4766	717	64204	314888
ATLANTIC	scaffold73	1	500000	0.0010685073486592905	11825	200	187177	144651
PACIFIC	scaffold73	1	500000	0.004946790821416695	2625	238	48112	283716
ATLANTIC	scaffold74	1	500000	0.001381884115374121	6258	157	113613	70067
PACIFIC	scaffold74	1	500000	0.0064186965108624094	5944	702	109368	74312
ATLANTIC	scaffold75	1	500000	0.003417634996582365	6055	210	61446	125846
ATLANTIC	scaffold75	500001	1000000	0.0	78	0	1255	929
PACIFIC	scaffold75	1	500000	0.010956412532750147	4336	506	46183	141109
PACIFIC	scaffold75	500001	1000000	0.0	57	0	1284	900
ATLANTIC	scaffold76	1	500000	0.010361181198018876	4177	887	85608	31600
PACIFIC	scaffold76	1	500000	0.01867042638639665	3120	874	46812	70396
ATLANTIC	scaffold77	1	500000	0.0047397329021105754	5387	340	71734	80194
PACIFIC	scaffold77	1	500000	0.00867179732665611	3894	471	54314	97614
ATLANTIC	scaffold78	1	500000	0.0007677444946321864	5783	60	78151	87021
PACIFIC	scaffold78	1	500000	0.006321877732194499	3196	282	44607	120565
ATLANTIC	scaffold79	1	500000	0.0004993065187239945	5899	45	90125	79163
PACIFIC	scaffold79	1	500000	0.0018064988223457045	5501	158	87462	81826
ATLANTIC	scaffold80	1	500000	0.00019808256081134618	1279	5	25242	10626
PACIFIC	scaffold80	1	500000	0.002491149862331192	1276	76	30508	5360
ATLANTIC	scaffold81	1	500000	0.003908504789019009	12791	799	204426	166742
PACIFIC	scaffold81	1	500000	0.010177354976775592	11709	1869	183643	187525
ATLANTIC	scaffold82	1	500000	0.0002779643742327025	2557	12	43171	28509
PACIFIC	scaffold82	1	500000	0.006690705128205128	2560	334	49920	21760
ATLANTIC	scaffold83	1	500000	0.002777777777777778	1916	92	33120	20528
PACIFIC	scaffold83	1	500000	0.013509166934705693	1259	252	18654	34994
ATLANTIC	scaffold84	1	500000	0.001034707030095193	1899	35	33826	20466
PACIFIC	scaffold84	1	500000	0.0019407785294443829	1324	35	18034	36258
ATLANTIC	scaffold85	1	500000	0.0019808027203024026	6731	240	121163	73073
PACIFIC	scaffold85	1	500000	0.0	5817	0	72639	121597
ATLANTIC	scaffold86	1	500000	0.0	1287	0	12359	38573
PACIFIC	scaffold86	1	500000	0.003669856803626682	973	51	13897	37035
ATLANTIC	scaffold87	1	500000	0.002051402970997406	2434	87	42410	25770
PACIFIC	scaffold87	1	500000	0.011209025323197598	2383	463	41306	26874
ATLANTIC	scaffold88	1	500000	0.004941557842581734	6491	375	75887	112077
PACIFIC	scaffold88	1	500000	0.011677626728790068	4876	792	67822	120142
ATLANTIC	scaffold89	1	500000	0.002215058008202294	2752	101	45597	31487
PACIFIC	scaffold89	1	500000	0.011422781993722436	2752	575	50338	26746
ATLANTIC	scaffold90	1	500000	0.0008758248350329934	4842	73	83350	52450
PACIFIC	scaffold90	1	500000	0.006278844345423243	3863	434	69121	66679
ATLANTIC	scaffold91	1	500000	0.0020836950859524223	4141	72	34554	92818
PACIFIC	scaffold91	1	500000	0.001970483794823375	4116	96	48719	78653
ATLANTIC	scaffold92	1	500000	0.0033161101257037093	934	43	12967	13549
PACIFIC	scaffold92	1	500000	0.022004889975550123	577	63	2863	23653
ATLANTIC	scaffold93	1	500000	0.004295116037409075	2639	186	43305	30895
PACIFIC	scaffold93	1	500000	0.01793173713703515	1636	352	19630	54570
ATLANTIC	scaffold94	1	500000	0.0	580	0	5430	13638
PACIFIC	scaffold94	1	500000	0.0	660	0	9900	9168
ATLANTIC	scaffold95	1	500000	0.0011563215883058798	3143	53	45835	49337
PACIFIC	scaffold95	1	500000	0.001564913003191599	3048	76	48565	46607
ATLANTIC	scaffold96	1	500000	0.0002347032177811158	4168	10	42607	79333
PACIFIC	scaffold96	1	500000	0.000913755535249877	4070	39	42681	79259
ATLANTIC	scaffold97	1	500000	0.005151086443936591	3116	284	55134	32870
PACIFIC	scaffold97	1	500000	0.009959046909903202	3043	535	53720	34284
ATLANTIC	scaffold98	1	500000	0.005274301919387264	7270	690	130823	73185
PACIFIC	scaffold98	1	500000	0.01215493223974556	5754	1479	121679	82329
ATLANTIC	scaffold99	1	500000	0.0020448702967983175	1512	35	17116	28272
PACIFIC	scaffold99	1	500000	0.004554096476102047	1178	103	22617	22771
ATLANTIC	scaffold100	1	500000	0.0014477591436029124	5460	137	94629	60855
PACIFIC	scaffold100	1	500000	0.006404233222887097	5196	518	80884	74600
ATLANTIC	scaffold101	1	500000	0.0006712610758077508	4421	30	44692	87664
PACIFIC	scaffold101	1	500000	0.002193990555393038	4146	105	47858	84498
ATLANTIC	scaffold102	1	500000	0.002404323370464321	2863	109	45335	35053
PACIFIC	scaffold102	1	500000	0.008798612333140601	2442	350	39779	40609
ATLANTIC	scaffold103	1	500000	0.0008877694276984062	3132	43	48436	39848
PACIFIC	scaffold103	1	500000	0.0018643555376398266	1556	37	19846	68438
ATLANTIC	scaffold104	1	500000	0.007470651013874066	702	70	9370	12106
PACIFIC	scaffold104	1	500000	0.017664172901080633	356	85	4812	16664
ATLANTIC	scaffold105	1	500000	0.0017442615650108551	2527	94	53891	19721
PACIFIC	scaffold105	1	500000	0.006941367597105302	2579	282	40626	32986
ATLANTIC	scaffold106	1	500000	0.0	1893	0	31921	21139
PACIFIC	scaffold106	1	500000	0.00135623869801085	1064	33	24332	28728
ATLANTIC	scaffold107	1	500000	0.0052451220365060496	6971	225	42897	182923
PACIFIC	scaffold107	1	500000	0.0036365492337726967	5790	285	78371	147449
ATLANTIC	scaffold108	1	500000	0.0028959370177051	4638	167	57667	79589
PACIFIC	scaffold108	1	500000	0.005793067736819962	3864	358	61798	75458
ATLANTIC	scaffold109	1	500000	0.0010345259989968233	5360	99	95696	55056
PACIFIC	scaffold109	1	500000	0.0018680374698318767	4501	137	73339	77413
ATLANTIC	scaffold110	1	500000	0.0026472962066182407	4242	164	61950	64834
PACIFIC	scaffold110	1	500000	0.0064024339278848565	3991	383	59821	66963
ATLANTIC	scaffold111	1	500000	0.0	1549	0	16123	27893
PACIFIC	scaffold111	1	500000	0.0	1299	0	15160	28856
ATLANTIC	scaffold112	1	500000	0.002163999364248774	4690	177	81793	51795
PACIFIC	scaffold112	1	500000	0.00294821232301028	4356	228	77335	56253
ATLANTIC	scaffold113	1	500000	0.0018619461384856172	3222	69	37058	65814
PACIFIC	scaffold113	1	500000	0.003949320853783815	2832	173	43805	59067
ATLANTIC	scaffold114	1	500000	0.0008469331248574872	5418	78	92097	60055
PACIFIC	scaffold114	1	500000	0.004215757785552684	4740	341	80887	71265
ATLANTIC	scaffold115	1	500000	0.0035887072080347847	8385	586	163290	72106
ATLANTIC	scaffold115	500001	1000000	0.002923595463771624	4510	157	53701	77591
PACIFIC	scaffold115	1	500000	0.009681740999797486	7362	1243	128386	107010
PACIFIC	scaffold115	500001	1000000	0.008571350329983296	3382	313	36517	94775
ATLANTIC	scaffold116	1	500000	0.0025179691434326786	2272	55	21843	42977
PACIFIC	scaffold116	1	500000	0.004394500596396509	1252	70	15929	48891
ATLANTIC	scaffold117	1	500000	0.0014567135863949726	6486	172	118074	63954
PACIFIC	scaffold117	1	500000	0.01991063110858478	4790	1261	63333	118695
ATLANTIC	scaffold118	1	500000	0.0013575292966800424	2843	68	50091	30409
PACIFIC	scaffold118	1	500000	0.002265352354129676	2619	111	48999	31501
ATLANTIC	scaffold119	1	500000	0.0011442924923248674	2781	41	35830	47834
PACIFIC	scaffold119	1	500000	0.002112653167354633	2274	65	30767	52897
ATLANTIC	scaffold120	1	500000	0.0024219923981260495	3708	137	56565	68567
PACIFIC	scaffold120	1	500000	0.005419386623968469	3920	176	32476	92656
ATLANTIC	scaffold121	1	500000	0.0018554150632215504	2447	81	43656	26652
PACIFIC	scaffold121	1	500000	0.006328358208955224	2152	212	33500	36808
ATLANTIC	scaffold122	1	500000	0.0009719362960808773	13659	254	261334	121482
PACIFIC	scaffold122	1	500000	0.002861385343928084	12609	713	249180	133636
ATLANTIC	scaffold123	1	500000	0.0008101090991188404	12798	122	150597	229839
ATLANTIC	scaffold123	500001	1000000	0.004225923616678048	6007	427	101043	67265
PACIFIC	scaffold123	1	500000	0.0018503250656110163	11983	294	158891	221545
PACIFIC	scaffold123	500001	1000000	0.01828539125519101	3386	841	45993	122315
ATLANTIC	scaffold124	1	500000	0.0030049276610945924	6425	286	95177	92115
PACIFIC	scaffold124	1	500000	0.003603073642413324	6217	392	108796	78496
ATLANTIC	scaffold125	1	500000	0.0008272598671420653	7898	100	120881	108411
PACIFIC	scaffold125	1	500000	0.0010531368433118647	7682	147	139583	89709
ATLANTIC	scaffold126	1	500000	0.0014476577781215813	4341	131	90491	31365
PACIFIC	scaffold126	1	500000	0.0027204533015678825	3558	169	62122	59734
ATLANTIC	scaffold127	1	500000	0.003459134889944034	3354	212	61287	34725
PACIFIC	scaffold127	1	500000	0.012840729894120297	2788	342	26634	69378
ATLANTIC	scaffold128	1	500000	0.002078151075285746	4859	132	63518	73682
PACIFIC	scaffold128	1	500000	0.0056302978458667085	3950	362	64295	72905
ATLANTIC	scaffold129	1	500000	0.0031756113051762463	1200	70	22043	11613
PACIFIC	scaffold129	1	500000	0.01011913663326853	1120	203	20061	13595
ATLANTIC	scaffold130	1	500000	0.005434879771162957	8577	608	111870	135230
PACIFIC	scaffold130	1	500000	0.0091547146780592	7330	840	91756	155344
ATLANTIC	scaffold131	1	500000	0.006792651770144775	2740	335	49318	27794
PACIFIC	scaffold131	1	500000	0.011009658173187857	2696	668	60674	16438
ATLANTIC	scaffold132	1	500000	0.0009226510841150238	2108	24	26012	33012
PACIFIC	scaffold132	1	500000	0.002621231979030144	1757	62	23653	35371
ATLANTIC	scaffold133	1	500000	0.002608983469948015	3333	134	51361	65063
PACIFIC	scaffold133	1	500000	0.004685383798821333	2412	128	27319	89105
ATLANTIC	scaffold134	1	500000	0.0005773127857109195	4929	49	84876	53640
PACIFIC	scaffold134	1	500000	0.0016727493917274938	4847	154	92064	46452
ATLANTIC	scaffold135	1	500000	0.0069084628670120895	3788	380	55005	54391
PACIFIC	scaffold135	1	500000	0.008121662504314633	3697	400	49251	60145
ATLANTIC	scaffold136	1	500000	0.003998767178498328	7688	506	126539	89285
PACIFIC	scaffold136	1	500000	0.010087069472915102	6024	994	98542	117282
ATLANTIC	scaffold137	1	500000	0.0015843971929529379	8036	226	142641	87771
PACIFIC	scaffold137	1	500000	0.004766088293432901	7518	651	136590	93822
ATLANTIC	scaffold138	1	500000	0.003244376959461674	5058	297	91543	50445
PACIFIC	scaffold138	1	500000	0.01645304124912608	4700	1412	85820	56168
ATLANTIC	scaffold139	1	500000	0.003391037283308494	10108	562	165731	122305
PACIFIC	scaffold139	1	500000	0.013573904930834706	9931	2357	173642	114394
ATLANTIC	scaffold140	1	500000	0.002902431297202833	6292	284	97849	84627
PACIFIC	scaffold140	1	500000	0.011253107689623587	6182	1032	91708	90768
ATLANTIC	scaffold141	1	500000	0.006735581645540016	1550	144	21379	49797
PACIFIC	scaffold141	1	500000	0.00565827578525284	2406	127	22445	48731
ATLANTIC	scaffold142	1	500000	0.001843817787418655	500	17	9220	6320
PACIFIC	scaffold142	1	500000	0.008547008547008548	546	77	9009	6531
ATLANTIC	scaffold144	1	500000	0.000899844572301148	1760	33	36673	12775
PACIFIC	scaffold144	1	500000	0.00391625244765778	1673	104	26556	22892
ATLANTIC	scaffold145	1	500000	0.0030877983415221488	4029	159	51493	63251
ATLANTIC	scaffold145	500001	1000000	0.004007212983370066	2399	80	19964	52304
PACIFIC	scaffold145	1	500000	0.003599699740685137	3154	211	58616	56128
PACIFIC	scaffold145	500001	1000000	0.0039603960396039604	1269	46	11615	60653
ATLANTIC	scaffold146	1	500000	0.0041594166873808935	6562	251	60345	134479
PACIFIC	scaffold146	1	500000	0.006999444488532656	5773	441	63005	131819
ATLANTIC	scaffold147	1	500000	0.0015694659266672732	9819	207	131892	169444
PACIFIC	scaffold147	1	500000	0.004971248818139111	10124	836	168167	133169
ATLANTIC	scaffold148	1	500000	0.0005633168093735917	684	5	8876	10276
PACIFIC	scaffold148	1	500000	0.0005108295872496935	684	5	9788	9364
ATLANTIC	scaffold149	1	500000	0.0	523	0	7313	10971
PACIFIC	scaffold149	1	500000	0.001376720901126408	614	11	7990	10294
ATLANTIC	scaffold150	1	500000	0.0016260940264957674	4303	68	41818	92722
PACIFIC	scaffold150	1	500000	0.008422354928505151	4085	354	42031	92509
ATLANTIC	scaffold151	1	500000	0.0004967909986841752	4573	37	74478	58494
PACIFIC	scaffold151	1	500000	0.005410136049009468	3018	136	25138	107834
ATLANTIC	scaffold152	1	500000	0.0011142061281337048	6254	108	96930	81766
PACIFIC	scaffold152	1	500000	0.007025277791536645	6124	851	121134	57562
ATLANTIC	scaffold153	1	500000	0.002073050345508391	1496	42	20260	28460
PACIFIC	scaffold153	1	500000	0.002453867294856694	1543	25	10188	38532
ATLANTIC	scaffold154	1	500000	0.005892936018012777	6646	547	92823	99117
PACIFIC	scaffold154	1	500000	0.011930723018698032	5457	848	71077	120863
ATLANTIC	scaffold155	1	500000	0.003106046296879263	8540	296	95298	156030
PACIFIC	scaffold155	1	500000	0.004142398554485516	6849	431	104046	147282
ATLANTIC	scaffold156	1	500000	0.008297765802713465	3332	348	41939	52953
PACIFIC	scaffold156	1	500000	0.019409282700421943	1767	345	17775	77117
ATLANTIC	scaffold157	1	500000	0.003795768616711955	6631	359	94579	91873
PACIFIC	scaffold157	1	500000	0.009984946359496179	6409	1048	104958	81494
ATLANTIC	scaffold158	1	500000	0.005488960543480937	5132	446	81254	67566
PACIFIC	scaffold158	1	500000	0.006114387749580651	4641	339	55443	93377
ATLANTIC	scaffold159	1	500000	0.0018798313422347154	6372	107	56920	641960
PACIFIC	scaffold159	1	500000	0.0027418823326156023	22811	857	312559	386321
ATLANTIC	scaffold160	1	500000	0.0012589451364961569	3500	57	45276	55832
PACIFIC	scaffold160	1	500000	0.002589369200891894	3223	144	55612	45496
ATLANTIC	scaffold161	1	500000	0.0010685029087023625	3943	54	50538	75574
