pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
PACIFIC	ATLANTIC	scaffold16	1	500000	0.01773972602739726	3691	2590	146000	109232
PACIFIC	ATLANTIC	scaffold16	500001	1000000	0.0	1523	0	53092	77020
PACIFIC	ATLANTIC	scaffold17	1	500000	0.0035092644581695676	2133	150	42744	199624
PACIFIC	ATLANTIC	scaffold18	1	500000	0.008574145132262555	7078	2020	235592	268344
PACIFIC	ATLANTIC	scaffold19	1	500000	0.01675239263022119	7486	4208	251188	292172
PACIFIC	ATLANTIC	scaffold20	1	500000	0.01815649662144736	2103	1408	77548	85716
PACIFIC	ATLANTIC	scaffold21	1	500000	0.0063405103057236996	5999	1324	208816	247312
PACIFIC	ATLANTIC	scaffold22	1	500000	0.009291761304976255	4671	900	96860	297892
PACIFIC	ATLANTIC	scaffold23	1	500000	0.00961017866811045	2521	852	88656	102640
PACIFIC	ATLANTIC	scaffold24	1	500000	0.01900456887333528	1069	782	41148	88260
PACIFIC	ATLANTIC	scaffold25	1	500000	0.012365674327728933	3916	1924	155592	144248
PACIFIC	ATLANTIC	scaffold26	1	500000	0.0008047995317529997	3361	88	109344	188960
PACIFIC	ATLANTIC	scaffold27	1	500000	0.011625445436262921	5810	2636	226744	179272
PACIFIC	ATLANTIC	scaffold27	500001	1000000	0.0047957371225577266	1134	162	33780	55628
PACIFIC	ATLANTIC	scaffold28	1	500000	0.02316126084970306	3281	3042	131340	95412
PACIFIC	ATLANTIC	scaffold29	1	500000	0.025988438112934862	2194	2014	77496	135496
PACIFIC	ATLANTIC	scaffold30	1	500000	0.002001126108989089	6761	526	262852	327356
PACIFIC	ATLANTIC	scaffold30	500001	1000000	0.011456497356192918	6134	2860	249640	196504
PACIFIC	ATLANTIC	scaffold31	1	500000	0.011076125502918118	7089	2786	251532	242996
PACIFIC	ATLANTIC	scaffold32	1	500000	0.01706842668881264	5005	3124	183028	175308
PACIFIC	ATLANTIC	scaffold33	1	500000	0.004620733827431604	2378	202	43716	254332
PACIFIC	ATLANTIC	scaffold34	1	500000	0.012344664343480834	2979	1502	121672	94392
PACIFIC	ATLANTIC	scaffold35	1	500000	0.000429553264604811	1228	16	37248	112192
PACIFIC	ATLANTIC	scaffold35	500001	1000000	0.022048513740886146	2415	2516	114112	52032
PACIFIC	ATLANTIC	scaffold36	1	500000	0.020156438026474127	743	268	13296	109712
PACIFIC	ATLANTIC	scaffold37	1	500000	0.003926568816378573	6173	1084	276068	184540
PACIFIC	ATLANTIC	scaffold38	1	500000	0.017310049019607844	5353	3390	195840	166208
PACIFIC	ATLANTIC	scaffold39	1	500000	0.009347925216598267	1602	410	43860	97132
PACIFIC	ATLANTIC	scaffold41	1	500000	0.005648709715780711	5069	950	168180	220044
PACIFIC	ATLANTIC	scaffold42	1	500000	0.011680690876882196	3798	1266	108384	306080
PACIFIC	ATLANTIC	scaffold42	500001	1000000	0.009526846573922748	2785	956	100348	121284
PACIFIC	ATLANTIC	scaffold43	1	500000	0.007756614668620185	2358	360	46412	213748
PACIFIC	ATLANTIC	scaffold44	1	500000	0.00774235760241358	5775	1704	220088	229704
PACIFIC	ATLANTIC	scaffold46	1	500000	0.00785380081424318	4503	1034	131656	233208
PACIFIC	ATLANTIC	scaffold47	1	500000	0.0053935614360357325	3531	512	94928	165296
PACIFIC	ATLANTIC	scaffold48	1	500000	0.0036978890822425663	4225	782	211472	124656
PACIFIC	ATLANTIC	scaffold49	1	500000	0.01694767187909496	3805	1552	91576	251144
PACIFIC	ATLANTIC	scaffold50	1	500000	0.01254506128334535	732	348	27740	49316
PACIFIC	ATLANTIC	scaffold51	1	500000	0.008412439377571425	5129	1464	174028	255220
PACIFIC	ATLANTIC	scaffold52	1	500000	0.0	310	0	3608	41320
PACIFIC	ATLANTIC	scaffold53	1	500000	0.00778570766521457	7283	2016	258936	282504
PACIFIC	ATLANTIC	scaffold54	1	500000	0.01239007061473812	5425	2288	184664	216872
PACIFIC	ATLANTIC	scaffold55	1	500000	0.011702510720481849	3330	1430	122196	133548
PACIFIC	ATLANTIC	scaffold56	1	500000	0.01820633850303439	1387	1296	71184	26160
PACIFIC	ATLANTIC	scaffold57	1	500000	0.020000950163903273	3945	3368	168392	125304
PACIFIC	ATLANTIC	scaffold58	1	500000	0.002529510961214165	232	12	4744	45368
PACIFIC	ATLANTIC	scaffold59	1	500000	0.007851703170198948	2089	532	67756	196756
PACIFIC	ATLANTIC	scaffold60	1	500000	0.0020614692653673165	1863	88	42688	261120
PACIFIC	ATLANTIC	scaffold61	1	500000	0.009172017843925663	5955	1834	199956	422764
PACIFIC	ATLANTIC	scaffold62	1	500000	0.003038951429628455	1704	230	75684	167260
PACIFIC	ATLANTIC	scaffold63	1	500000	0.01016242123014112	1700	458	45068	70516
PACIFIC	ATLANTIC	scaffold64	1	500000	0.012993429178400276	2047	1052	80964	69820
PACIFIC	ATLANTIC	scaffold65	1	500000	0.022420443587270973	2379	1488	66368	210304
PACIFIC	ATLANTIC	scaffold66	1	500000	0.015705492741018266	3166	1878	119576	104104
PACIFIC	ATLANTIC	scaffold67	1	500000	0.023551797040169135	3278	3342	141900	80564
PACIFIC	ATLANTIC	scaffold68	1	500000	0.008137618459002884	4598	1106	135912	195864
PACIFIC	ATLANTIC	scaffold69	1	500000	0.012574575493345572	1270	548	43580	43268
PACIFIC	ATLANTIC	scaffold70	1	500000	0.003074078851197386	2431	286	93036	181268
PACIFIC	ATLANTIC	scaffold71	1	500000	0.004702035619728295	6318	1300	276476	225156
PACIFIC	ATLANTIC	scaffold72	1	500000	0.02030935119997906	4384	3104	152836	713660
PACIFIC	ATLANTIC	scaffold73	1	500000	0.01448475933643867	2599	1418	97896	660568
PACIFIC	ATLANTIC	scaffold74	1	500000	0.0200224002756957	5642	4648	232140	187700
PACIFIC	ATLANTIC	scaffold75	1	500000	0.015018980029707873	3702	1456	96944	331152
PACIFIC	ATLANTIC	scaffold75	500001	1000000	0.02	57	48	2400	2592
PACIFIC	ATLANTIC	scaffold76	1	500000	0.024919302775984507	3111	3088	123920	143984
PACIFIC	ATLANTIC	scaffold77	1	500000	0.012505347681574358	3855	1520	121548	225716
PACIFIC	ATLANTIC	scaffold78	1	500000	0.0098755957670248	3080	978	99032	278504
PACIFIC	ATLANTIC	scaffold79	1	500000	0.007462354589737316	5354	1342	179836	207108
PACIFIC	ATLANTIC	scaffold80	1	500000	0.007529155453030885	1274	470	62424	19560
PACIFIC	ATLANTIC	scaffold81	1	500000	0.012493628200603851	11244	5098	408048	440336
PACIFIC	ATLANTIC	scaffold82	1	500000	0.009748391322775787	2557	1012	103812	60028
PACIFIC	ATLANTIC	scaffold83	1	500000	0.02239154824233358	1259	958	42784	79840
PACIFIC	ATLANTIC	scaffold84	1	500000	0.004666782972784368	1284	214	45856	78240
PACIFIC	ATLANTIC	scaffold85	1	500000	0.0010026067776218166	5611	180	179532	264436
PACIFIC	ATLANTIC	scaffold86	1	500000	0.0	441	0	8504	107912
PACIFIC	ATLANTIC	scaffold87	1	500000	0.018112853733378793	2382	1700	93856	61984
PACIFIC	ATLANTIC	scaffold88	1	500000	0.018258066356659913	4654	2560	140212	289420
PACIFIC	ATLANTIC	scaffold89	1	500000	0.018770945513423957	2751	1994	106228	69964
PACIFIC	ATLANTIC	scaffold90	1	500000	0.01140171638741316	3855	1674	146820	163580
PACIFIC	ATLANTIC	scaffold91	1	500000	0.004861471657148252	3708	412	84748	206388
PACIFIC	ATLANTIC	scaffold92	1	500000	0.028312159709618874	564	312	11020	49588
PACIFIC	ATLANTIC	scaffold93	1	500000	0.015370561601398046	1625	774	50356	119244
PACIFIC	ATLANTIC	scaffold94	1	500000	0.0	559	0	15200	28384
PACIFIC	ATLANTIC	scaffold95	1	500000	0.009316770186335404	2792	888	95312	122224
PACIFIC	ATLANTIC	scaffold96	1	500000	0.0034645599788154296	3883	314	90632	188088
PACIFIC	ATLANTIC	scaffold97	1	500000	0.01821337107426877	3016	2162	118704	82448
PACIFIC	ATLANTIC	scaffold98	1	500000	0.02010749521425416	5738	5462	271640	194664
PACIFIC	ATLANTIC	scaffold99	1	500000	0.005509502628386575	1069	218	39568	64176
PACIFIC	ATLANTIC	scaffold100	1	500000	0.01559504577275175	5103	2896	185700	169692
PACIFIC	ATLANTIC	scaffold101	1	500000	0.0044849850500498336	3840	414	92308	210220
PACIFIC	ATLANTIC	scaffold102	1	500000	0.013791226239622556	2434	1216	88172	95572
PACIFIC	ATLANTIC	scaffold103	1	500000	0.005754817987152034	1535	258	44832	156960
PACIFIC	ATLANTIC	scaffold104	1	500000	0.018518518518518517	291	208	11232	37856
PACIFIC	ATLANTIC	scaffold105	1	500000	0.00605671106956454	2477	622	102696	65560
PACIFIC	ATLANTIC	scaffold106	1	500000	0.0011852596796207168	1062	66	55684	65596
PACIFIC	ATLANTIC	scaffold107	1	500000	0.0071522186856393935	4696	764	106820	409340
PACIFIC	ATLANTIC	scaffold108	1	500000	0.011979133122947124	3600	1488	124216	189512
PACIFIC	ATLANTIC	scaffold109	1	500000	0.006776009451664466	4477	1170	172668	171908
PACIFIC	ATLANTIC	scaffold110	1	500000	0.009185403843738223	3705	1170	127376	162416
PACIFIC	ATLANTIC	scaffold111	1	500000	0.0	1276	0	32188	68420
PACIFIC	ATLANTIC	scaffold112	1	500000	0.009208731241473396	4275	1566	170056	135288
PACIFIC	ATLANTIC	scaffold113	1	500000	0.009559613319011815	2380	712	74480	160656
PACIFIC	ATLANTIC	scaffold114	1	500000	0.005149951115254315	4724	906	175924	171852
PACIFIC	ATLANTIC	scaffold115	1	500000	0.013893635479376429	7340	4228	304312	233736
PACIFIC	ATLANTIC	scaffold115	500001	1000000	0.013420493393698605	3203	1162	86584	213512
PACIFIC	ATLANTIC	scaffold116	1	500000	0.0231937359117333	1209	782	33716	114444
PACIFIC	ATLANTIC	scaffold117	1	500000	0.027775716653063245	4775	4492	161724	254340
PACIFIC	ATLANTIC	scaffold118	1	500000	0.01123374837974783	2587	1144	101836	82164
PACIFIC	ATLANTIC	scaffold119	1	500000	0.00655949741315595	2067	426	64944	126288
PACIFIC	ATLANTIC	scaffold120	1	500000	0.010752964122568393	3159	838	77932	208084
PACIFIC	ATLANTIC	scaffold121	1	500000	0.020766608120673623	2088	1608	77432	83272
PACIFIC	ATLANTIC	scaffold122	1	500000	0.00861436412198057	12596	4696	545136	329872
PACIFIC	ATLANTIC	scaffold123	1	500000	0.006589071545470089	11194	2158	327512	542056
PACIFIC	ATLANTIC	scaffold123	500001	1000000	0.02183414132510651	3382	2378	108912	275792
PACIFIC	ATLANTIC	scaffold124	1	500000	0.009218901026753962	5953	2022	219332	208764
PACIFIC	ATLANTIC	scaffold125	1	500000	0.006153713124558648	7391	1708	277556	246540
PACIFIC	ATLANTIC	scaffold126	1	500000	0.006564841040844959	3547	992	151108	127420
PACIFIC	ATLANTIC	scaffold127	1	500000	0.012782770374961264	2713	990	77448	142008
PACIFIC	ATLANTIC	scaffold128	1	500000	0.010859970998045521	3909	1378	126888	186712
PACIFIC	ATLANTIC	scaffold129	1	500000	0.03040872909399875	1118	1360	44724	32204
PACIFIC	ATLANTIC	scaffold130	1	500000	0.01896817978623969	7082	3734	196856	367944
PACIFIC	ATLANTIC	scaffold131	1	500000	0.011637776254366206	2682	1426	122532	53724
PACIFIC	ATLANTIC	scaffold132	1	500000	0.00752889467686798	1757	370	49144	85768
PACIFIC	ATLANTIC	scaffold133	1	500000	0.005607748889374408	1587	308	54924	211188
PACIFIC	ATLANTIC	scaffold134	1	500000	0.0032593049557886077	4829	634	194520	122088
PACIFIC	ATLANTIC	scaffold135	1	500000	0.01765878141491678	3578	1914	108388	141660
PACIFIC	ATLANTIC	scaffold136	1	500000	0.015004452359750668	6004	3370	224600	268712
PACIFIC	ATLANTIC	scaffold137	1	500000	0.01597048270259292	7325	4718	295420	231236
PACIFIC	ATLANTIC	scaffold138	1	500000	0.020722409166418196	4687	3892	187816	136728
PACIFIC	ATLANTIC	scaffold139	1	500000	0.021528624956430813	9752	7906	367232	291136
PACIFIC	ATLANTIC	scaffold140	1	500000	0.013936830343781799	5957	2794	200476	216612
PACIFIC	ATLANTIC	scaffold141	1	500000	0.011080065516909144	1414	460	41516	121172
PACIFIC	ATLANTIC	scaffold142	1	500000	0.015089163237311385	491	308	20412	15108
PACIFIC	ATLANTIC	scaffold144	1	500000	0.006050338818973862	1667	400	66112	46912
PACIFIC	ATLANTIC	scaffold145	1	500000	0.00932726204465335	3085	1016	108928	153344
PACIFIC	ATLANTIC	scaffold145	500001	1000000	0.005965866183355989	1087	158	26484	138700
PACIFIC	ATLANTIC	scaffold146	1	500000	0.010289017341040462	5377	1246	121100	324212
PACIFIC	ATLANTIC	scaffold147	1	500000	0.016486493630068193	9181	4990	302672	386096
PACIFIC	ATLANTIC	scaffold148	1	500000	0.009940944881889765	684	202	20320	23456
PACIFIC	ATLANTIC	scaffold149	1	500000	0.0009606147934678194	484	16	16656	25136
PACIFIC	ATLANTIC	scaffold150	1	500000	0.016175936023264267	3583	1246	77028	230492
PACIFIC	ATLANTIC	scaffold151	1	500000	0.012588058667282596	2842	872	69272	234664
PACIFIC	ATLANTIC	scaffold152	1	500000	0.013591915435733223	5996	3158	232344	176104
PACIFIC	ATLANTIC	scaffold153	1	500000	0.005409280500521377	1299	166	30688	80672
PACIFIC	ATLANTIC	scaffold154	1	500000	0.02051275687481386	5248	3306	161168	277552
PACIFIC	ATLANTIC	scaffold155	1	500000	0.009838481607615862	6413	1976	200844	373620
PACIFIC	ATLANTIC	scaffold156	1	500000	0.015698169433801618	1710	590	37584	179312
PACIFIC	ATLANTIC	scaffold157	1	500000	0.013088907197962699	6381	2796	213616	212560
PACIFIC	ATLANTIC	scaffold158	1	500000	0.012309277760283972	4458	1720	139732	200428
PACIFIC	ATLANTIC	scaffold159	1	500000	0.01731399157697707	4223	2368	136768	1460672
PACIFIC	ATLANTIC	scaffold160	1	500000	0.007538153800563046	3112	814	107984	123120
PACIFIC	ATLANTIC	scaffold161	1	500000	0.009961032635168047	2991	818	82120	206136
PACIFIC	ATLANTIC	scaffold162	1	500000	0.01781680390585149	2107	978	54892	132372
PACIFIC	ATLANTIC	scaffold163	1	500000	0.03361344537815126	67	16	476	21796
PACIFIC	ATLANTIC	scaffold164	1	500000	0.021795598375366015	2296	1846	84696	148392
PACIFIC	ATLANTIC	scaffold165	1	500000	0.0008594539939332659	1433	34	39560	94136
PACIFIC	ATLANTIC	scaffold166	1	500000	0.018332522783498614	4670	3468	189172	213772
PACIFIC	ATLANTIC	scaffold167	1	500000	0.006502904304629286	10097	2660	409048	352232
PACIFIC	ATLANTIC	scaffold168	1	500000	0.01664145234493192	2806	1144	68744	162680
PACIFIC	ATLANTIC	scaffold169	1	500000	0.006838571192690847	4049	994	145352	143992
PACIFIC	ATLANTIC	scaffold170	1	500000	0.010978159851301116	945	378	34432	33472
PACIFIC	ATLANTIC	scaffold171	1	500000	0.0	438	0	8560	60368
PACIFIC	ATLANTIC	scaffold172	1	500000	0.012860618700034758	1054	296	23016	111704
PACIFIC	ATLANTIC	scaffold173	1	500000	0.00817905918057663	3423	1078	131800	109800
PACIFIC	ATLANTIC	scaffold174	1	500000	0.0034871244635193135	755	52	14912	46144
PACIFIC	ATLANTIC	scaffold175	1	500000	0.0027724340839651467	1377	98	35348	76908
PACIFIC	ATLANTIC	scaffold176	1	500000	0.025117071094082587	2076	1652	65772	82644
PACIFIC	ATLANTIC	scaffold177	1	500000	0.004941540397420437	4054	754	152584	182456
PACIFIC	ATLANTIC	scaffold178	1	500000	0.023364964500273075	2919	2738	117184	81024
PACIFIC	ATLANTIC	scaffold179	1	500000	0.005744139609945568	3342	840	146236	67652
PACIFIC	ATLANTIC	scaffold180	1	500000	0.017598011705283412	4903	3512	199568	194224
PACIFIC	ATLANTIC	scaffold181	1	500000	0.027522935779816515	1386	1104	40112	51024
PACIFIC	ATLANTIC	scaffold182	1	500000	0.01779389441727104	2332	1266	71148	196052
PACIFIC	ATLANTIC	scaffold183	1	500000	0.011716069713187869	5043	1366	116592	350800
PACIFIC	ATLANTIC	scaffold184	1	500000	0.00629404815252373	2389	618	98188	112820
PACIFIC	ATLANTIC	scaffold185	1	500000	0.02932649420160571	1126	1052	35872	36384
PACIFIC	ATLANTIC	scaffold186	1	500000	0.0036080902530744993	1332	142	39356	153540
PACIFIC	ATLANTIC	scaffold187	1	500000	0.014304063521718823	1672	490	34256	155376
PACIFIC	ATLANTIC	scaffold188	1	500000	0.015519507000770311	2973	1370	88276	139500
PACIFIC	ATLANTIC	scaffold189	1	500000	0.014365802382620883	1390	574	39956	92140
PACIFIC	ATLANTIC	scaffold190	1	500000	0.016203703703703703	711	252	15552	53312
PACIFIC	ATLANTIC	scaffold191	1	500000	0.024160808000792157	3344	1952	80792	328040
PACIFIC	ATLANTIC	scaffold192	1	500000	0.015372632614577355	1634	750	48788	87468
PACIFIC	ATLANTIC	scaffold193	1	500000	0.014291719209751997	3084	1904	133224	65816
PACIFIC	ATLANTIC	scaffold194	1	500000	0.026311722432578625	1900	1362	51764	124428
PACIFIC	ATLANTIC	scaffold195	1	500000	0.019195483415666903	2126	1632	85020	54564
PACIFIC	ATLANTIC	scaffold196	1	500000	0.00485325463190687	3220	592	121980	85572
PACIFIC	ATLANTIC	scaffold197	1	500000	0.003818953323903819	3402	378	98980	266332
PACIFIC	ATLANTIC	scaffold198	1	500000	0.0	978	0	37780	57964
PACIFIC	ATLANTIC	scaffold199	1	500000	0.00738829185520362	4233	836	113152	253568
PACIFIC	ATLANTIC	scaffold200	1	500000	0.01152243196861976	834	188	16316	68228
PACIFIC	ATLANTIC	scaffold201	1	500000	0.0017468753075484697	2577	142	81288	180600
PACIFIC	ATLANTIC	scaffold202	1	500000	0.014086070578367645	8735	4568	324292	343036
PACIFIC	ATLANTIC	scaffold203	1	500000	0.0033593319486244755	5057	634	188728	214408
PACIFIC	ATLANTIC	scaffold204	1	500000	0.018864329268292682	417	198	10496	38336
PACIFIC	ATLANTIC	scaffold205	1	500000	0.017260088165479824	3711	2036	117960	279608
PACIFIC	ATLANTIC	scaffold206	1	500000	0.010470836261419536	3349	894	85380	699772
PACIFIC	ATLANTIC	scaffold206	500001	1000000	NA	0	0	0	257664
PACIFIC	ATLANTIC	scaffold207	1	500000	0.010964244380824755	2011	720	65668	80828
PACIFIC	ATLANTIC	scaffold209	1	500000	0.010248901903367497	1682	616	60104	69688
PACIFIC	ATLANTIC	scaffold210	1	500000	0.009900990099009901	240	120	12120	3240
PACIFIC	ATLANTIC	scaffold211	1	500000	0.013598589775875095	3937	1512	111188	315372
PACIFIC	ATLANTIC	scaffold212	1	500000	0.010697791889161494	3235	1186	110864	105456
PACIFIC	ATLANTIC	scaffold213	1	500000	0.012753409509767786	1874	692	54260	164684
PACIFIC	ATLANTIC	scaffold214	1	500000	0.01228872486093282	3601	1838	149568	144256
PACIFIC	ATLANTIC	scaffold215	1	500000	0.006234134687173361	1261	334	53576	28408
PACIFIC	ATLANTIC	scaffold216	1	500000	0.0	25	0	400	32752
PACIFIC	ATLANTIC	scaffold217	1	500000	0.002302467477646878	2162	240	104236	56852
PACIFIC	ATLANTIC	scaffold218	1	500000	0.015775998151927	5096	3278	207784	147928
PACIFIC	ATLANTIC	scaffold219	1	500000	0.00633334571524089	3458	682	107684	161628
PACIFIC	ATLANTIC	scaffold220	1	500000	0.007680676311900753	2701	894	116396	79956
PACIFIC	ATLANTIC	scaffold221	1	500000	0.005408746716118065	3233	560	103536	133584
PACIFIC	ATLANTIC	scaffold222	1	500000	0.012835558163414992	1669	700	54536	97720
PACIFIC	ATLANTIC	scaffold223	1	500000	0.005002184359982525	2507	458	91560	163032
PACIFIC	ATLANTIC	scaffold224	1	500000	0.012524535003271334	1326	536	42796	57108
PACIFIC	ATLANTIC	scaffold226	1	500000	0.01762282575526396	1792	924	52432	81392
PACIFIC	ATLANTIC	scaffold227	1	500000	0.014390519187358916	1063	408	28352	72064
PACIFIC	ATLANTIC	scaffold228	1	500000	0.012997722453467368	1808	662	50932	104780
PACIFIC	ATLANTIC	scaffold229	1	500000	0.014257403941429042	2098	518	36332	238932
PACIFIC	ATLANTIC	scaffold230	1	500000	0.0135424277215322	1823	1038	76648	78680
PACIFIC	ATLANTIC	scaffold231	1	500000	0.014829726909577663	9480	5628	379508	268108
PACIFIC	ATLANTIC	scaffold232	1	500000	0.017460166014693253	1323	732	41924	110588
PACIFIC	ATLANTIC	scaffold233	1	500000	0.00605060506050605	1654	308	50904	58216
PACIFIC	ATLANTIC	scaffold234	1	500000	0.004188926663428849	3188	414	98832	266416
PACIFIC	ATLANTIC	scaffold235	1	500000	0.0019602583414151	5841	380	193852	242244
PACIFIC	ATLANTIC	scaffold236	1	500000	0.010207117093667497	3080	1098	107572	97932
PACIFIC	ATLANTIC	scaffold237	1	500000	0.0159622349222299	5425	3050	191076	192988
PACIFIC	ATLANTIC	scaffold238	1	500000	0.012678536961976452	4609	2102	165792	155424
PACIFIC	ATLANTIC	scaffold239	1	500000	0.011544164371955094	1161	436	37768	42936
PACIFIC	ATLANTIC	scaffold240	1	500000	0.0034428794992175274	791	132	38340	21820
PACIFIC	ATLANTIC	scaffold241	1	500000	0.012592357193930245	1562	634	50348	63636
PACIFIC	ATLANTIC	scaffold242	1	500000	0.0013142174432497014	669	22	16740	38620
PACIFIC	ATLANTIC	scaffold243	1	500000	0.007177217133207103	4114	1122	156328	146712
PACIFIC	ATLANTIC	scaffold244	1	500000	0.015781922525107604	302	44	2788	43996
PACIFIC	ATLANTIC	scaffold245	1	500000	0.010970477689614186	3180	1366	124516	93148
PACIFIC	ATLANTIC	scaffold246	1	500000	0.0	35	0	140	2356
PACIFIC	ATLANTIC	scaffold247	1	500000	0.0011424840868287905	981	56	49016	13768
PACIFIC	ATLANTIC	scaffold248	1	500000	0.011767328940197195	2655	950	80732	113124
PACIFIC	ATLANTIC	scaffold249	1	500000	0.01589356095058187	4367	2726	171516	124164
PACIFIC	ATLANTIC	scaffold250	1	500000	0.014450732974577843	2791	1246	86224	232880
PACIFIC	ATLANTIC	scaffold251	1	500000	0.006732629073054605	1787	362	53768	105912
PACIFIC	ATLANTIC	scaffold252	1	500000	0.004978949756724733	4139	790	158668	194292
PACIFIC	ATLANTIC	scaffold253	1	500000	0.014946962391513982	2631	1426	95404	80148
PACIFIC	ATLANTIC	scaffold254	1	500000	0.010120745574616076	2453	1036	102364	60580
PACIFIC	ATLANTIC	scaffold255	1	500000	0.031707627658219786	1581	1992	62824	53784
PACIFIC	ATLANTIC	scaffold256	1	500000	0.018356235416126524	3585	2832	154280	85592
PACIFIC	ATLANTIC	scaffold257	1	500000	0.01928037142120196	1163	598	31016	60632
PACIFIC	ATLANTIC	scaffold258	1	500000	0.002715751357875679	266	18	6628	13916
PACIFIC	ATLANTIC	scaffold259	1	500000	0.010455227613806904	2516	836	79960	112040
PACIFIC	ATLANTIC	scaffold260	1	500000	0.005683171686234474	3093	668	117540	104412
PACIFIC	ATLANTIC	scaffold261	1	500000	0.004021011528449238	3382	346	86048	287136
PACIFIC	ATLANTIC	scaffold262	1	500000	0.005934755332496863	5700	946	159400	374232
PACIFIC	ATLANTIC	scaffold263	1	500000	0.018760055159733394	2591	1306	69616	157712
PACIFIC	ATLANTIC	scaffold264	1	500000	0.010392813105513475	2127	708	68124	174372
PACIFIC	ATLANTIC	scaffold265	1	500000	0.006784406633642041	1046	126	18572	87476
PACIFIC	ATLANTIC	scaffold266	1	500000	0.012410417759133019	740	284	22884	25692
PACIFIC	ATLANTIC	scaffold267	1	500000	0.0	495	0	14728	42360
PACIFIC	ATLANTIC	scaffold269	1	500000	0.006717420510523959	3370	660	98252	201844
PACIFIC	ATLANTIC	scaffold270	1	500000	0.011818417303458102	2443	730	61768	203448
PACIFIC	ATLANTIC	scaffold271	1	500000	0.011959805190802046	3328	1552	129768	113944
PACIFIC	ATLANTIC	scaffold272	1	500000	0.012562731114632858	3499	1522	121152	842816
PACIFIC	ATLANTIC	scaffold273	1	500000	0.014393814772166474	903	350	24316	79684
PACIFIC	ATLANTIC	scaffold274	1	500000	0.009727707337351902	5502	1872	192440	197064
PACIFIC	ATLANTIC	scaffold275	1	500000	0.013577759871071717	2328	674	49640	156632
PACIFIC	ATLANTIC	scaffold276	1	500000	0.002062937062937063	2434	118	57200	147024
PACIFIC	ATLANTIC	scaffold277	1	500000	0.01397536097496357	4335	1688	120784	200880
PACIFIC	ATLANTIC	scaffold278	1	500000	0.02912643161913317	2375	2594	89060	66652
PACIFIC	ATLANTIC	scaffold279	1	500000	0.0273109243697479	494	312	11424	68576
PACIFIC	ATLANTIC	scaffold280	1	500000	0.014616417792525874	1543	740	50628	278332
PACIFIC	ATLANTIC	scaffold281	1	500000	0.017001042209484105	5096	3654	214928	254256
PACIFIC	ATLANTIC	scaffold281	500001	1000000	0.005029828050064335	658	172	34196	20268
PACIFIC	ATLANTIC	scaffold282	1	500000	0.006817296455005843	582	70	10268	45604
