pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
PACIFIC	ATLANTIC	scaffold299	1	500000	0.7791878466679324	59
PACIFIC	ATLANTIC	scaffold300	1	500000	0.7714127896162976	145
PACIFIC	ATLANTIC	scaffold301	1	500000	0.7465372334774173	41
PACIFIC	ATLANTIC	scaffold302	1	500000	0.4656127745798882	123
PACIFIC	ATLANTIC	scaffold303	1	500000	0.36041954699881057	67
PACIFIC	ATLANTIC	scaffold304	100001	600000	-0.9097320169252471	12
PACIFIC	ATLANTIC	scaffold305	100001	600000	0.781582320750848	55
PACIFIC	ATLANTIC	scaffold306	100001	600000	0.523405251043074	117
PACIFIC	ATLANTIC	scaffold307	1	500000	0.5966531759432336	65
PACIFIC	ATLANTIC	scaffold308	100001	600000	0.9431851230903461	29
PACIFIC	ATLANTIC	scaffold309	100001	600000	0.8380526577247891	5
PACIFIC	ATLANTIC	scaffold310	1	500000	0.6999987339921174	108
PACIFIC	ATLANTIC	scaffold311	100001	600000	0.4877131505511296	94
PACIFIC	ATLANTIC	scaffold312	1	500000	0.9262733581981866	37
PACIFIC	ATLANTIC	scaffold313	1	500000	0.6955312987370185	61
PACIFIC	ATLANTIC	scaffold314	1	500000	0.46770689107319896	18
PACIFIC	ATLANTIC	scaffold315	1	500000	0.7130616563863009	19
PACIFIC	ATLANTIC	scaffold316	100001	600000	0.9517707656342455	37
PACIFIC	ATLANTIC	scaffold317	1	500000	0.5048675854862803	95
PACIFIC	ATLANTIC	scaffold318	1	500000	0.9215258271728033	41
PACIFIC	ATLANTIC	scaffold319	1	500000	0.47415938836392413	69
PACIFIC	ATLANTIC	scaffold320	1	500000	0.6193037775407148	317
PACIFIC	ATLANTIC	scaffold321	100001	600000	0.6103163723638163	62
PACIFIC	ATLANTIC	scaffold322	1	500000	0.617749486091067	40
PACIFIC	ATLANTIC	scaffold323	1	500000	0.7033816765897148	74
PACIFIC	ATLANTIC	scaffold324	1	500000	0.5884228104010158	279
PACIFIC	ATLANTIC	scaffold325	1	500000	0.5707349515753644	161
PACIFIC	ATLANTIC	scaffold326	1	500000	0.512192229746983	106
PACIFIC	ATLANTIC	scaffold327	100001	600000	0.916463583059156	24
PACIFIC	ATLANTIC	scaffold328	1	500000	0.5572675639883181	124
PACIFIC	ATLANTIC	scaffold329	1	500000	0.2574289363331437	25
PACIFIC	ATLANTIC	scaffold331	1	500000	0.8669758479784725	32
PACIFIC	ATLANTIC	scaffold332	1	500000	0.5855519976374524	33
PACIFIC	ATLANTIC	scaffold333	1	500000	0.7785642062689585	31
PACIFIC	ATLANTIC	scaffold334	100001	600000	0.5716062138258631	118
PACIFIC	ATLANTIC	scaffold335	100001	600000	0.5519927043478826	42
PACIFIC	ATLANTIC	scaffold336	1	500000	0.8557377049180327	20
PACIFIC	ATLANTIC	scaffold337	200001	700000	0.4733661778901945	119
PACIFIC	ATLANTIC	scaffold338	1	500000	0.8069473446002243	30
PACIFIC	ATLANTIC	scaffold339	1	500000	-0.041841004184100396	3
PACIFIC	ATLANTIC	scaffold340	1	500000	0.5447154471544715	6
PACIFIC	ATLANTIC	scaffold341	1	500000	0.6784430682988489	170
PACIFIC	ATLANTIC	scaffold342	100001	600000	0.5506763143182358	36
PACIFIC	ATLANTIC	scaffold343	100001	600000	0.6666666666666667	9
PACIFIC	ATLANTIC	scaffold344	200001	700000	0.010245901639344196	6
PACIFIC	ATLANTIC	scaffold345	1	500000	0.910287168706325	68
PACIFIC	ATLANTIC	scaffold346	1	500000	0.5161236103440825	45
PACIFIC	ATLANTIC	scaffold347	100001	600000	0.6418653709819654	42
PACIFIC	ATLANTIC	scaffold348	1	500000	0.5159059995852981	126
PACIFIC	ATLANTIC	scaffold349	100001	600000	0.9048196063352563	116
PACIFIC	ATLANTIC	scaffold350	1	500000	0.2734488373098291	36
PACIFIC	ATLANTIC	scaffold351	1	500000	0.7470290525373099	59
PACIFIC	ATLANTIC	scaffold352	1	500000	0.6564581003721814	168
PACIFIC	ATLANTIC	scaffold353	1	500000	0.7126827824401023	66
PACIFIC	ATLANTIC	scaffold354	100001	600000	0.0	4
PACIFIC	ATLANTIC	scaffold356	1	500000	0.611706512778236	10
PACIFIC	ATLANTIC	scaffold357	1	500000	0.7548375694645091	72
PACIFIC	ATLANTIC	scaffold358	1	500000	0.4547935973041281	19
PACIFIC	ATLANTIC	scaffold359	1	500000	0.8349076415720926	159
PACIFIC	ATLANTIC	scaffold360	1	500000	0.6874290683607185	139
PACIFIC	ATLANTIC	scaffold361	1	500000	0.30909808398164335	179
PACIFIC	ATLANTIC	scaffold362	1	500000	0.7676660402084	94
PACIFIC	ATLANTIC	scaffold363	1	500000	0.0	2
PACIFIC	ATLANTIC	scaffold364	1	500000	0.3285219775962359	56
PACIFIC	ATLANTIC	scaffold365	1	500000	0.38661288517640463	153
PACIFIC	ATLANTIC	scaffold366	1	500000	0.4998697460328765	76
PACIFIC	ATLANTIC	scaffold367	1	500000	0.47868182549662647	140
PACIFIC	ATLANTIC	scaffold368	100001	600000	0.7559180568863837	49
PACIFIC	ATLANTIC	scaffold369	1	500000	0.9769235157284927	59
