"batch"	"id"	"latitude"	"longitude"	"observed_on"	"body_color"	"crest_height"	"tentacle_number"	"thumb_ratio"	"clear"	"gap"	"pink_purple"	"image_type"	"juvenile"
"river1"	36280801	-36.88955382	-73.15267988	"2019-11-28"	""	"L"	"M"	"M"	""	""	""	"D"	"N"
"river1"	109749383	-41.92911528	-74.03476714	"2022-03-27"	""	"L"	""	"M"	""	""	""	"D"	"N"
"river1"	17722732	-29.14954332	153.482135	"2018-10-16"	""	"L"	""	"M"	""	""	""	"L"	"N"
"river1"	67527462	30.32339722	-87.196075	"2020-12-30"	""	"L"	"1"	"M"	""	""	""	"D"	"N"
"river1"	63749570	28.94501507	-95.29019899	"2020-10-26"	"R"	"M"	"M"	"M"	""	""	""	"L"	"N"
"river1"	147662581	28.20789902	-177.3466797	"2023-01-25"	"Y"	"M"	""	"M"	""	"Y"	""	"L"	"N"
"river1"	21011709	-29.94962833	-71.29687507	"2019-03-03"	""	"M"	""	"M"	""	""	""	"L"	"N"
"river1"	42461358	-6.246093448	39.53308928	"2007-01-05"	"Y"	"H"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	132836415	38.45157669	-28.68590187	"2022-08-29"	""	"H"	"1"	"S"	"Y"	""	""	"L"	"N"
"river1"	12670864	-3.153556	40.152424	"2017-02-24"	""	"H"	"1"	"S"	"Y"	""	""	"M"	"Y"
"river1"	144843720	-37.4400096	175.9686784	"2022-12-22"	""	"H"	"M"	"S"	""	""	""	"D"	"N"
"river1"	10045301	27.6295509	-80.3491974	"2007-03-05"	"R"	"H"	"M"	"S"	"Y"	""	""	"L"	"N"
"river1"	26627293	34.59884088	-75.51049533	"2019-06-02"	"R"	"H"	""	"S"	""	""	""	"D"	"N"
"river1"	110618326	-26.3828373	153.1161652	"2022-04-07"	""	"H"	""	"S"	"Y"	"Y"	""	"L"	"N"
"river1"	113743530	-43.92657167	-176.5330667	"2022-04-30"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	151660780	9.630613333	-85.1572195	"2023-03-19"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"river1"	53557909	-33.80631667	151.28627	"2020-07-19"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	68443716	-26.687895	153.1371167	"2021-01-22"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"river1"	99424365	-33.733425	151.303385	"2021-10-25"	""	"L"	"1"	"S"	""	""	""	"D"	"Y"
"river1"	149702080	13.37014527	144.7709689	"2023-02-26"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	103673018	-33.38671328	151.4844459	"2021-12-26"	""	"L"	"1"	"S"	""	"Y"	""	"L"	"N"
"river1"	112640550	13.39153188	144.7831525	"2022-04-09"	"Y"	"L"	"1"	"S"	"Y"	""	""	"L"	"N"
"river1"	1187458	-4.258136101	39.59841494	"2015-01-21"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	24389887	23.20825603	-106.4275287	"2019-04-29"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"Y"
"river1"	32758938	13.47492833	-16.694795	"2019-08-06"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	37430853	-21.97467991	35.31297969	"2020-01-07"	""	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"river1"	64130164	-1.009209084	-80.84310204	"2020-11-03"	"Y"	"L"	"1"	"S"	"Y"	"Y"	""	"D"	"N"
"river1"	64274286	0.3202528954	-80.03677658	"2020-11-01"	""	"L"	"1"	"S"	"Y"	""	""	"D"	"N"
"river1"	19954054	-1.770713555	-80.76682918	"2019-01-01"	"Y"	"L"	"2"	"S"	"Y"	""	""	"L"	"Y"
"river1"	37567271	-23.8533238	35.54753651	"2015-11-02"	"R"	"L"	"2"	"S"	""	""	""	"D"	"N"
"river1"	21722721	25.1921641	-97.4518415	"2019-03-28"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"river1"	48706135	27.47384769	-97.28519753	"2020-01-23"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"river1"	4944245	-39.842094	-73.2185863	"2017-01-02"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"river1"	9917517	30.29812431	-87.41767883	"2018-01-27"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"river1"	20141390	-32.58409	-71.45344	"2014-10-11"	""	"L"	"M"	"S"	""	"Y"	""	"D"	"N"
"river1"	22202832	-5.474763333	123.7615883	"2018-06-27"	"Y"	"L"	"M"	"S"	""	"Y"	""	"D"	"N"
"river1"	54896187	-1.7520718	-80.7718404	"2020-07-30"	"Y"	"L"	""	"S"	""	""	""	"D"	"N"
"river1"	151384293	9.635925	-85.16363617	"2023-03-14"	""	"L"	""	"S"	"Y"	"Y"	""	"D"	"N"
"river1"	65818068	-33.73787312	151.306713	"2020-11-11"	""	"L"	""	"S"	""	""	""	"D"	"Y"
"river1"	26988160	37.74997711	-25.63157272	"2019-06-13"	""	"L"	""	"S"	""	""	""	"L"	"N"
"river1"	61329085	-34.166649	18.332603	"2020-09-28"	""	"L"	""	"S"	""	""	""	"D"	"N"
"river1"	109314280	24.65478	-81.27935833	"2022-03-23"	""	"L"	"M"	"S"	""	""	""	"D"	"N"
"river1"	40103060	25.89106167	-80.12121667	"2020-03-15"	""	"L"	"M"	"S"	""	""	""	"L"	"N"
"river1"	33502864	-16.80001667	179.4210667	"2019-09-28"	"Y"	"M"	"1"	"S"	"Y"	"Y"	""	"L"	"N"
"river1"	101128934	-34.05899044	22.23197725	"2021-11-14"	""	"M"	"2"	"S"	""	""	""	"L"	"N"
"river1"	149701633	13.36962532	144.7707128	"2023-02-26"	""	"M"	"2"	"S"	""	""	""	"L"	"Y"
"river1"	181357541	-32.02463617	115.5252083	"2023-09-02"	""	"M"	""	"S"	"Y"	""	""	"M"	"N"
"river1"	30816449	-0.090054297	-80.18828483	"2019-08-02"	"Y"	"M"	""	"S"	"Y"	"Y"	""	"L"	"N"
"river1"	101908951	26.44341333	-80.05979167	"2021-11-25"	""	"M"	""	"S"	""	""	""	"L"	"N"
"river1"	71052240	-22.5839861	167.528029	"2019-03-17"	""	"L"	"1"	""	""	""	""	"P"	"Y"
"river1"	22168524	10.5611316	-85.6911283	"2019-04-07"	""	"L"	"1"	""	"Y"	"Y"	""	"L"	"Y"
"river1"	12794603	18.95431644	72.8120023	"2017-07-30"	"Y"	"N"	"1"	""	"Y"	"Y"	""	"L"	"N"
"river1"	66751785	-40.46055333	175.214715	"2020-12-17"	""	"N"	"M"	""	""	""	""	"D"	"N"
"river1"	63758995	50.03785283	-5.26695	"2020-10-29"	""	"N"	"M"	""	""	""	""	"D"	"N"
"river1"	17602303	-33.889896	-53.525696	"2015-02-16"	""	"N"	""	""	""	""	""	"L"	"Y"
"river1"	71565350	-14.4929502	-39.0341121	"2021-03-18"	""	""	"1"	""	""	""	""	"D"	"Y"
"river1"	64265088	0.3262605782	-80.03698523	"2020-11-01"	""	""	"1"	""	""	""	""	"L"	"Y"
"river1"	112942897	13.65428	144.8599083	"2022-04-26"	""	""	"1"	""	"Y"	"Y"	""	"L"	"N"
"river1"	15131219	18.95118904	72.81712341	"2018-08-05"	"Y"	""	"1"	""	""	"Y"	""	"D"	"N"
"river1"	15469136	15.56944722	73.74205556	"2018-08-03"	""	""	"1"	""	"Y"	""	""	"D"	"N"
"river1"	20571952	-34.74038262	173.1173842	"2019-02-22"	""	""	"1"	""	""	""	""	"L"	"N"
"river1"	23776500	-20.70138666	166.4700365	"2019-04-12"	"Y"	""	"1"	""	""	"Y"	""	"P"	"N"
"river1"	38106656	18.08678883	-63.01929167	"2019-04-07"	""	""	"1"	""	"Y"	""	""	"L"	"Y"
"river1"	19897335	-40.46351667	175.2142	"2019-01-26"	""	""	"2"	""	""	"Y"	""	"P"	"N"
"river1"	63958224	51.84471167	-10.22952167	"2020-11-01"	""	""	"M"	""	""	""	""	"D"	"N"
"river1"	120322428	-2.68804998	-80.34603866	"2022-06-05"	"Y"	""	""	""	""	"Y"	""	"D"	"N"
"river1"	4054114	17.1488663	73.2726946	"2016-08-08"	""	""	""	""	""	""	""	"L"	"Y"
"river1"	59266067	17.69165991	-101.7733973	"2017-06-04"	""	""	""	""	""	""	""	"L"	"Y"
"river1"	113633972	23.11255429	-106.3047221	"2022-04-22"	""	""	""	""	""	""	""	"P"	"Y"
"river1"	116058312	-22.5154975	166.6116662	"2022-05-07"	""	""	""	""	""	""	""	"P"	"N"
"river1"	147526958	-27.43780333	-48.49411333	"2023-01-28"	""	""	""	""	""	""	""	"P"	"N"
"river1"	13834621	14.81573183	74.1252353	"2018-06-27"	"Y"	""	""	""	""	""	""	"L"	"N"
"river1"	14878151	18.95408527	72.81316873	"2018-07-29"	""	""	""	""	""	""	""	"P"	"N"
"river1"	64309278	0.3267303637	-80.03783928	"2020-11-02"	"Y"	""	""	""	"Y"	"Y"	""	"D"	"N"
"river1"	86256390	22.21859605	-159.3848905	"2021-07-08"	""	""	"M"	""	""	""	""	"V"	"N"
"river1"	122217315	27.8036478	-97.07479516	"2022-06-17"	"R"	""	"M"	""	""	""	""	"V"	"N"
"river1"	103537346	21.63104167	-157.921005	"2021-12-23"	"Y"	""	"1"	""	"Y"	""	""	"V"	"N"
"river1"	88493030	-31.80223844	115.7399521	"2021-07-25"	""	"L"	"1"	"L"	""	"Y"	"Y"	"D"	"N"
"river1"	60181579	-34.199945	18.37223	"2020-09-20"	""	"L"	"1"	"L"	""	""	"Y"	"D"	"N"
"river1"	19399864	10.38961464	-60.86912524	"2018-12-24"	""	"L"	"M"	"L"	""	""	"Y"	"L"	"N"
"river1"	74220992	32.63921333	-16.95128333	"2021-04-16"	""	"L"	""	"L"	""	""	"Y"	"L"	"N"
"river1"	137838443	-26.78076667	153.1389472	"2022-10-07"	""	"L"	""	"L"	""	""	"Y"	"D"	"N"
"river1"	20343451	38.24750519	-0.5206670758	"2018-05-16"	""	"L"	""	"L"	""	""	"Y"	"L"	"N"
"river1"	41344102	-34.77566659	150.8033446	"2020-03-26"	""	"M"	""	"L"	""	""	"Y"	"L"	"N"
"river1"	37455118	26.9241578	-80.06702397	"2020-01-10"	""	"M"	""	"L"	""	""	"Y"	"L"	"N"
"river1"	115989784	29.18496167	-94.96608667	"2022-05-06"	"R"	"M"	"M"	"L"	""	""	"Y"	"L"	"N"
"river1"	22636957	10.54412923	-83.50226937	"2019-03-17"	""	"H"	"2"	"M"	""	""	"Y"	"L"	"N"
"river1"	3448136	39.71631	-72.030361	"2015-06-01"	"R"	"H"	"M"	"M"	"Y"	""	"Y"	"L"	"N"
"river1"	49924223	37.01478057	6.56999588	"2019-09-04"	""	"H"	"M"	"M"	""	""	"Y"	"L"	"N"
"river1"	11312186	50.44539667	-5.042175	"2017-09-18"	""	"H"	"M"	"M"	""	""	"Y"	"L"	"N"
"river1"	24123323	9.28334313	-80.04973177	"2015-03-28"	""	"H"	""	"M"	""	""	"Y"	"L"	"N"
"river1"	34291688	50.36063833	-4.369255	"2019-10-12"	""	"H"	""	"M"	""	""	"Y"	"L"	"N"
"river1"	26760698	27.59121333	-97.21508833	"2015-07-24"	"R"	"L"	"1"	"M"	""	""	"Y"	"L"	"N"
"river1"	103744187	-34.78774261	-55.53630064	"2021-12-27"	"R"	"L"	"M"	"M"	""	""	"Y"	"L"	"N"
"river1"	10304288	37.06203079	-8.0902071	"2018-03-10"	""	"L"	"M"	"M"	""	""	"Y"	"D"	"N"
"river1"	37853657	50.14345833	-5.06890833	"2020-01-16"	""	"L"	"M"	"M"	""	""	"Y"	"L"	"N"
"river1"	62484157	-5.94813333	-35.16599717	"2020-10-13"	"R"	"L"	"M"	"M"	""	""	"Y"	"D"	"N"
"river1"	36995679	46.98194504	-2.283888817	"2019-12-24"	""	"L"	""	"M"	""	""	"Y"	"D"	"N"
"river1"	10469143	50.83534038	-4.557234933	"2017-10-23"	""	"M"	"M"	"M"	""	""	"Y"	"L"	"N"
"river1"	12947683	50.38236768	-5.150439454	"2017-10-03"	""	"M"	"M"	"M"	""	""	"Y"	"L"	"N"
"river1"	19165735	14.4584949	-60.8175759	"2011-06-08"	"R"	"M"	"M"	"M"	""	""	"Y"	"D"	"N"
"river1"	5088512	18.154399	-94.436641	"2017-02-10"	""	"M"	""	"M"	""	""	"Y"	"D"	"N"
"river1"	7219939	11.2882416	-74.1516509	"2012-02-15"	""	"M"	""	"M"	""	""	"Y"	"L"	"N"
"river1"	19784199	9.27583	-80.0507445	"2019-01-19"	""	"M"	""	"M"	""	""	"Y"	"L"	"N"
"river1"	36536763	26.1224386	-80.1373174	"2014-11-21"	"R"	"M"	""	"M"	""	""	"Y"	"L"	"N"
"river1"	36354953	23.17396167	-81.21341667	"2019-12-04"	""	"H"	"2"	"S"	""	""	"Y"	"L"	"N"
"river1"	51145923	26.623905	-80.03656117	"2020-01-12"	""	"H"	"M"	"S"	""	""	"Y"	"D"	"N"
"river1"	103414430	-3.976578	-38.248523	"2021-12-21"	""	"H"	"M"	"S"	""	""	"Y"	"D"	"N"
"river1"	152633127	-7.265799666	-34.80305269	"2023-03-26"	""	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	17860978	11.65583333	-72.795	"2017-02-04"	""	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	20348184	23.13403756	-81.29742969	"2005-02-12"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	20806991	9.40337362	-79.86972221	"2018-02-02"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	30066916	9.640523169	-82.7093676	"2019-07-23"	"R"	"H"	"M"	"S"	""	""	"Y"	"D"	"N"
"river1"	36779871	17.81623198	-88.01007651	"2016-03-15"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	37556552	21.35012445	-89.20496106	"2020-01-13"	""	"H"	"M"	"S"	"Y"	""	"Y"	"L"	"N"
"river1"	137151055	-7.916442512	-14.41404078	"2015-04-21"	""	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	164779021	34.91237778	-40.93544167	"2023-05-24"	""	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	3169576	27.71741167	-97.1406945	"2015-12-27"	"R"	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	4205643	9.462103432	-75.6182961	"2016-03-21"	""	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	9304014	12.58385	-81.69107833	"2015-06-16"	"R"	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	15320299	28.32976524	-80.60697538	"2017-03-05"	""	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	20545742	9.565353333	-78.86183833	"2019-02-16"	"R"	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	31550117	23.17734444	-82.19284167	"2008-01-14"	""	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	75362991	30.83957222	-81.42914444	"2018-05-21"	"R"	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	156231939	26.0751695	-97.15679167	"2023-04-22"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	91869566	41.49923706	-71.04291534	"2021-08-20"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	20868544	28.02893539	-80.53838289	"2019-02-26"	""	"H"	""	"S"	""	""	"Y"	"L"	"N"
"river1"	150302928	27.83350008	-97.05977428	"2023-03-05"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
"river1"	117906289	26.1190108	-97.165493	"2022-05-20"	"R"	"H"	"M"	"S"	""	""	"Y"	"L"	"N"
