pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
PACIFIC	ATLANTIC	scaffold56	1	500000	0.5512525456658178	103
PACIFIC	ATLANTIC	scaffold57	100001	600000	0.7145271743863532	194
PACIFIC	ATLANTIC	scaffold58	1	500000	0.6335097852773796	23
PACIFIC	ATLANTIC	scaffold59	1	500000	0.7804702121291947	50
PACIFIC	ATLANTIC	scaffold60	1	500000	0.5818125812340819	32
PACIFIC	ATLANTIC	scaffold61	1	500000	0.6290524230858298	214
PACIFIC	ATLANTIC	scaffold62	1	500000	0.33239125805764724	38
PACIFIC	ATLANTIC	scaffold63	1	500000	0.807870668842342	39
PACIFIC	ATLANTIC	scaffold64	200001	700000	0.6507628426298296	92
PACIFIC	ATLANTIC	scaffold65	1	500000	0.6998885541648885	143
PACIFIC	ATLANTIC	scaffold66	1	500000	0.7596474937786142	113
PACIFIC	ATLANTIC	scaffold67	1	500000	0.7269867500104779	181
PACIFIC	ATLANTIC	scaffold68	1	500000	0.7520041183111713	77
PACIFIC	ATLANTIC	scaffold69	1	500000	0.5115606791584798	67
PACIFIC	ATLANTIC	scaffold70	1	500000	0.856889986349855	40
PACIFIC	ATLANTIC	scaffold71	1	500000	0.5993800447366204	95
PACIFIC	ATLANTIC	scaffold72	100001	600000	0.5724324499206752	220
PACIFIC	ATLANTIC	scaffold73	100001	600000	0.6409421903835489	128
PACIFIC	ATLANTIC	scaffold74	100001	600000	0.7413005603796179	286
PACIFIC	ATLANTIC	scaffold75	1	500000	0.3816508113263138	227
PACIFIC	ATLANTIC	scaffold75	500001	1000000	1.0	1
PACIFIC	ATLANTIC	scaffold76	1	500000	0.336558797237541	234
PACIFIC	ATLANTIC	scaffold77	1	500000	0.5588978656548658	210
PACIFIC	ATLANTIC	scaffold78	1	500000	0.5770744225834047	115
PACIFIC	ATLANTIC	scaffold79	1	500000	0.8172839909448313	92
PACIFIC	ATLANTIC	scaffold80	1	500000	0.7919048497141804	23
PACIFIC	ATLANTIC	scaffold81	1	500000	0.3896460569485448	529
PACIFIC	ATLANTIC	scaffold82	300001	800000	0.6316472768065342	69
PACIFIC	ATLANTIC	scaffold83	1	500000	0.6392999689059017	62
PACIFIC	ATLANTIC	scaffold84	1	500000	0.7807144577009916	36
PACIFIC	ATLANTIC	scaffold85	1	500000	0.3337815664051843	57
PACIFIC	ATLANTIC	scaffold86	1	500000	0.309574924860455	18
PACIFIC	ATLANTIC	scaffold87	1	500000	0.5814232416453944	146
PACIFIC	ATLANTIC	scaffold88	1	500000	0.4497414066073251	325
PACIFIC	ATLANTIC	scaffold89	1	500000	0.6192947447839178	132
PACIFIC	ATLANTIC	scaffold90	1	500000	0.693034701132573	118
PACIFIC	ATLANTIC	scaffold91	1	500000	0.511341814187121	66
PACIFIC	ATLANTIC	scaffold92	100001	600000	0.5754800271628127	42
PACIFIC	ATLANTIC	scaffold93	1	500000	0.4198254676057956	116
PACIFIC	ATLANTIC	scaffold95	1	500000	0.7800752723734939	48
PACIFIC	ATLANTIC	scaffold96	1	500000	0.8337999820647464	26
PACIFIC	ATLANTIC	scaffold97	1	500000	0.5639453013696683	147
PACIFIC	ATLANTIC	scaffold98	1	500000	0.5418357531108267	332
PACIFIC	ATLANTIC	scaffold99	100001	600000	0.3586065071240643	42
PACIFIC	ATLANTIC	scaffold100	1	500000	0.7062217607883285	189
PACIFIC	ATLANTIC	scaffold101	1	500000	0.7340050633125214	37
PACIFIC	ATLANTIC	scaffold102	100001	600000	0.5630528540068367	146
PACIFIC	ATLANTIC	scaffold103	1	500000	0.6623585687801082	36
PACIFIC	ATLANTIC	scaffold104	200001	700000	0.14888248017303538	31
PACIFIC	ATLANTIC	scaffold105	200001	700000	0.3870914604672264	77
PACIFIC	ATLANTIC	scaffold106	300001	800000	0.4038012670890297	12
PACIFIC	ATLANTIC	scaffold107	1	500000	0.28581700720156644	153
PACIFIC	ATLANTIC	scaffold108	1	500000	0.5771652814238322	143
PACIFIC	ATLANTIC	scaffold109	1	500000	0.6542665264874374	77
PACIFIC	ATLANTIC	scaffold110	100001	600000	0.49661064880649164	107
PACIFIC	ATLANTIC	scaffold112	1	500000	0.61936592031229	117
PACIFIC	ATLANTIC	scaffold113	1	500000	0.5589328778242564	92
PACIFIC	ATLANTIC	scaffold114	1	500000	0.4319654194337734	87
PACIFIC	ATLANTIC	scaffold115	100001	600000	0.544764394498951	489
PACIFIC	ATLANTIC	scaffold115	600001	1100000	0.6155723518223712	129
PACIFIC	ATLANTIC	scaffold116	100001	600000	0.6324025684719424	78
PACIFIC	ATLANTIC	scaffold117	1	500000	0.617730422800839	447
PACIFIC	ATLANTIC	scaffold118	1	500000	0.7790747098250776	63
PACIFIC	ATLANTIC	scaffold119	1	500000	0.581984611570148	38
PACIFIC	ATLANTIC	scaffold120	1	500000	0.574263906933779	114
PACIFIC	ATLANTIC	scaffold121	100001	600000	0.740196597732937	84
PACIFIC	ATLANTIC	scaffold122	1	500000	0.7025071463493829	246
PACIFIC	ATLANTIC	scaffold123	1	500000	0.6855579303642149	139
PACIFIC	ATLANTIC	scaffold123	500001	1000000	0.4994795347089946	341
PACIFIC	ATLANTIC	scaffold124	100001	600000	0.5677076171292181	169
PACIFIC	ATLANTIC	scaffold125	1	500000	0.7300237507567642	81
PACIFIC	ATLANTIC	scaffold126	1	500000	0.6348450880491494	77
PACIFIC	ATLANTIC	scaffold127	1	500000	0.36726985777447463	165
PACIFIC	ATLANTIC	scaffold128	100001	600000	0.4995489664611594	179
PACIFIC	ATLANTIC	scaffold129	1	500000	0.6309058843650902	91
PACIFIC	ATLANTIC	scaffold130	1	500000	0.5603990246880859	359
PACIFIC	ATLANTIC	scaffold131	1	500000	0.21801810342716002	149
PACIFIC	ATLANTIC	scaffold132	1	500000	0.6496564979741537	45
PACIFIC	ATLANTIC	scaffold133	1	500000	0.5483599394018389	87
PACIFIC	ATLANTIC	scaffold134	1	500000	0.7209881392662524	47
PACIFIC	ATLANTIC	scaffold135	1	500000	0.48217263568851104	218
PACIFIC	ATLANTIC	scaffold136	100001	600000	0.47531119963537993	359
PACIFIC	ATLANTIC	scaffold137	1	500000	0.717376560788609	254
PACIFIC	ATLANTIC	scaffold138	1	500000	0.49453018698315243	333
PACIFIC	ATLANTIC	scaffold139	1	500000	0.5979271163686906	449
PACIFIC	ATLANTIC	scaffold140	100001	600000	0.4599042911474883	328
PACIFIC	ATLANTIC	scaffold141	1	500000	0.3615787412404497	95
PACIFIC	ATLANTIC	scaffold142	100001	600000	0.7032345267657875	27
PACIFIC	ATLANTIC	scaffold144	1	500000	0.39376987656555573	60
PACIFIC	ATLANTIC	scaffold145	200001	700000	0.4859594043133735	143
PACIFIC	ATLANTIC	scaffold146	1	500000	0.4888053726418343	237
PACIFIC	ATLANTIC	scaffold147	1	500000	0.724943484896654	343
PACIFIC	ATLANTIC	scaffold148	1	500000	0.8891645292856243	8
PACIFIC	ATLANTIC	scaffold149	1	500000	0.2857142857142857	4
PACIFIC	ATLANTIC	scaffold150	1	500000	0.5327224012248901	140
PACIFIC	ATLANTIC	scaffold151	1	500000	0.7541040856059439	77
PACIFIC	ATLANTIC	scaffold152	1	500000	0.674178654441113	236
PACIFIC	ATLANTIC	scaffold153	1	500000	0.3833889131239288	42
PACIFIC	ATLANTIC	scaffold154	100001	600000	0.5390462067846629	309
PACIFIC	ATLANTIC	scaffold155	1	500000	0.5517217123987452	213
PACIFIC	ATLANTIC	scaffold156	1	500000	0.32614903044462595	168
PACIFIC	ATLANTIC	scaffold157	1	500000	0.42158033729257005	327
PACIFIC	ATLANTIC	scaffold158	1	500000	0.41343455053034595	229
PACIFIC	ATLANTIC	scaffold159	1	500000	0.5041528026164638	233
PACIFIC	ATLANTIC	scaffold160	100001	600000	0.5925115843150912	75
PACIFIC	ATLANTIC	scaffold161	1	500000	0.8348935476420157	61
PACIFIC	ATLANTIC	scaffold162	1	500000	0.32183637001986026	165
PACIFIC	ATLANTIC	scaffold163	100001	600000	0.0	9
PACIFIC	ATLANTIC	scaffold164	1	500000	0.5298540069003963	183
PACIFIC	ATLANTIC	scaffold165	1	500000	0.49253731343283585	9
PACIFIC	ATLANTIC	scaffold166	100001	600000	0.6208630156671011	228
PACIFIC	ATLANTIC	scaffold167	1	500000	0.5548596193571389	285
PACIFIC	ATLANTIC	scaffold168	1	500000	0.4921493089331471	177
PACIFIC	ATLANTIC	scaffold169	1	500000	0.6779925300068899	65
PACIFIC	ATLANTIC	scaffold170	1	500000	0.8697421981004071	15
PACIFIC	ATLANTIC	scaffold171	1	500000	NA	2
PACIFIC	ATLANTIC	scaffold172	1	500000	0.3545156740864556	73
PACIFIC	ATLANTIC	scaffold173	200001	700000	0.7743243174010831	88
PACIFIC	ATLANTIC	scaffold174	1	500000	0.6424562561901617	10
PACIFIC	ATLANTIC	scaffold175	1	500000	0.848434875785602	26
PACIFIC	ATLANTIC	scaffold176	1	500000	0.43019967751246224	184
PACIFIC	ATLANTIC	scaffold177	1	500000	0.4399256721073541	125
PACIFIC	ATLANTIC	scaffold178	100001	600000	0.398466851143882	267
PACIFIC	ATLANTIC	scaffold179	1	500000	0.5682925813304452	50
PACIFIC	ATLANTIC	scaffold180	100001	600000	0.6143491306517591	226
PACIFIC	ATLANTIC	scaffold181	1	500000	0.7502676758353332	78
PACIFIC	ATLANTIC	scaffold182	1	500000	0.6099067894841529	128
PACIFIC	ATLANTIC	scaffold183	1	500000	0.4025110028051333	226
PACIFIC	ATLANTIC	scaffold184	1	500000	0.6081805969351923	64
PACIFIC	ATLANTIC	scaffold185	1	500000	0.6672878103993264	74
PACIFIC	ATLANTIC	scaffold186	1	500000	0.7807839364288942	27
PACIFIC	ATLANTIC	scaffold187	1	500000	0.3947046292979214	87
PACIFIC	ATLANTIC	scaffold188	1	500000	0.489713213207036	152
PACIFIC	ATLANTIC	scaffold189	1	500000	0.46811735572893604	71
PACIFIC	ATLANTIC	scaffold190	100001	600000	0.6986878287653698	27
PACIFIC	ATLANTIC	scaffold191	1	500000	0.39461187230545636	257
PACIFIC	ATLANTIC	scaffold192	100001	600000	0.5367892043151262	88
PACIFIC	ATLANTIC	scaffold193	100001	600000	0.5762393374066634	134
PACIFIC	ATLANTIC	scaffold194	1	500000	0.7261767279215704	130
PACIFIC	ATLANTIC	scaffold195	1	500000	0.771685316274734	85
PACIFIC	ATLANTIC	scaffold196	1	500000	0.8702314547669424	29
PACIFIC	ATLANTIC	scaffold197	1	500000	0.5221774193548387	48
PACIFIC	ATLANTIC	scaffold199	100001	600000	0.7124271675286764	66
PACIFIC	ATLANTIC	scaffold200	1	500000	0.5774232008320439	31
PACIFIC	ATLANTIC	scaffold201	1	500000	0.4586159834880767	43
PACIFIC	ATLANTIC	scaffold202	1	500000	0.6686208076731441	356
PACIFIC	ATLANTIC	scaffold203	1	500000	0.8400873724754829	54
PACIFIC	ATLANTIC	scaffold204	100001	600000	0.72254064319121	19
PACIFIC	ATLANTIC	scaffold205	1	500000	0.7686964550491184	135
PACIFIC	ATLANTIC	scaffold206	1	500000	0.5085232002540648	182
PACIFIC	ATLANTIC	scaffold207	1	500000	0.5689018125099429	82
PACIFIC	ATLANTIC	scaffold209	1	500000	0.45884155738932086	58
PACIFIC	ATLANTIC	scaffold210	1	500000	0.9411764705882353	3
PACIFIC	ATLANTIC	scaffold211	1	500000	0.593161551169048	156
PACIFIC	ATLANTIC	scaffold212	1	500000	0.34673201274621257	141
PACIFIC	ATLANTIC	scaffold213	100001	600000	0.3436459838211718	109
PACIFIC	ATLANTIC	scaffold214	1	500000	0.5733095082016613	143
PACIFIC	ATLANTIC	scaffold215	1	500000	0.2466596430622312	41
PACIFIC	ATLANTIC	scaffold216	1	500000	0.6166924265842348	4
PACIFIC	ATLANTIC	scaffold217	1	500000	0.7850771994638971	18
PACIFIC	ATLANTIC	scaffold218	100001	600000	0.5348790471983187	288
PACIFIC	ATLANTIC	scaffold219	1	500000	0.41192238720294044	100
PACIFIC	ATLANTIC	scaffold220	300001	800000	0.2963959185921773	103
PACIFIC	ATLANTIC	scaffold221	1	500000	0.44905596589771735	78
PACIFIC	ATLANTIC	scaffold222	1	500000	0.5618555169237169	51
PACIFIC	ATLANTIC	scaffold223	100001	600000	0.6272756845962492	51
PACIFIC	ATLANTIC	scaffold224	1	500000	0.7892385207719365	42
PACIFIC	ATLANTIC	scaffold226	100001	600000	0.7521932372671633	72
PACIFIC	ATLANTIC	scaffold227	100001	600000	0.8052057094878253	31
PACIFIC	ATLANTIC	scaffold228	1	500000	0.5118237640330999	79
PACIFIC	ATLANTIC	scaffold229	1	500000	0.35976014417155266	188
PACIFIC	ATLANTIC	scaffold230	200001	700000	0.4706897889344246	92
PACIFIC	ATLANTIC	scaffold231	200001	700000	0.7755504141517789	338
PACIFIC	ATLANTIC	scaffold232	200001	700000	0.634586610377303	82
PACIFIC	ATLANTIC	scaffold233	1	500000	0.6661974383993274	19
PACIFIC	ATLANTIC	scaffold234	100001	600000	0.8915799485976995	42
PACIFIC	ATLANTIC	scaffold235	1	500000	0.5327474258015094	65
PACIFIC	ATLANTIC	scaffold236	100001	600000	0.6850774511711877	100
PACIFIC	ATLANTIC	scaffold237	1	500000	0.4971385984155638	290
PACIFIC	ATLANTIC	scaffold238	100001	600000	0.4853001634258961	212
PACIFIC	ATLANTIC	scaffold239	100001	600000	0.3326175336659613	95
PACIFIC	ATLANTIC	scaffold240	1	500000	0.16018265351282523	31
PACIFIC	ATLANTIC	scaffold241	1	500000	0.4235007352292263	71
PACIFIC	ATLANTIC	scaffold242	200001	700000	0.2919280996992375	10
PACIFIC	ATLANTIC	scaffold243	1	500000	0.6423747443111509	95
PACIFIC	ATLANTIC	scaffold244	100001	600000	0.7632565613283342	12
PACIFIC	ATLANTIC	scaffold245	1	500000	0.6630104034268152	91
PACIFIC	ATLANTIC	scaffold247	100001	600000	0.751918158567775	3
PACIFIC	ATLANTIC	scaffold248	1	500000	0.2825232771354747	196
PACIFIC	ATLANTIC	scaffold249	1	500000	0.5982377903078467	175
PACIFIC	ATLANTIC	scaffold250	1	500000	0.8160230597224504	142
PACIFIC	ATLANTIC	scaffold251	1	500000	0.4634236153498895	73
PACIFIC	ATLANTIC	scaffold252	1	500000	0.7419613864652952	69
PACIFIC	ATLANTIC	scaffold253	1	500000	0.6668029142865985	147
PACIFIC	ATLANTIC	scaffold254	1	500000	0.43392354653168447	96
PACIFIC	ATLANTIC	scaffold255	1	500000	0.29226270711648894	224
PACIFIC	ATLANTIC	scaffold256	1	500000	0.49399767865876226	216
PACIFIC	ATLANTIC	scaffold257	200001	700000	0.5726921565911295	87
PACIFIC	ATLANTIC	scaffold258	1	500000	0.2313286221153564	8
PACIFIC	ATLANTIC	scaffold259	1	500000	0.8060058627992764	61
PACIFIC	ATLANTIC	scaffold260	1	500000	0.307317826131843	91
PACIFIC	ATLANTIC	scaffold261	1	500000	0.6641382146947635	51
PACIFIC	ATLANTIC	scaffold262	1	500000	0.7163583929830725	108
PACIFIC	ATLANTIC	scaffold263	1	500000	0.45570022845206953	158
PACIFIC	ATLANTIC	scaffold264	1	500000	0.39709285199388367	117
PACIFIC	ATLANTIC	scaffold265	1	500000	0.49367586687643744	47
PACIFIC	ATLANTIC	scaffold266	1	500000	0.7561692009872895	40
PACIFIC	ATLANTIC	scaffold267	1	500000	NA	7
PACIFIC	ATLANTIC	scaffold269	1	500000	0.35607365190484086	102
PACIFIC	ATLANTIC	scaffold270	1	500000	0.5933023019289284	72
PACIFIC	ATLANTIC	scaffold271	100001	600000	0.6541081257602075	165
PACIFIC	ATLANTIC	scaffold272	1	500000	0.6868603028855353	110
PACIFIC	ATLANTIC	scaffold273	1	500000	0.5569111326771108	41
PACIFIC	ATLANTIC	scaffold274	1	500000	0.6065575746695956	175
PACIFIC	ATLANTIC	scaffold275	1	500000	0.4860069375079455	89
PACIFIC	ATLANTIC	scaffold276	1	500000	0.7034318835744965	10
PACIFIC	ATLANTIC	scaffold277	100001	600000	0.49828796018163357	156
PACIFIC	ATLANTIC	scaffold278	1	500000	0.42816552383634765	309
PACIFIC	ATLANTIC	scaffold279	100001	600000	0.7903798628500351	25
PACIFIC	ATLANTIC	scaffold280	1	500000	0.49149120601600815	85
PACIFIC	ATLANTIC	scaffold281	1	500000	0.6275809725590696	309
PACIFIC	ATLANTIC	scaffold281	500001	1000000	0.8220918018573786	18
PACIFIC	ATLANTIC	scaffold282	1	500000	0.2342113877251701	20
PACIFIC	ATLANTIC	scaffold283	1	500000	0.5275945200733352	17
PACIFIC	ATLANTIC	scaffold284	1	500000	0.6778616614621232	63
PACIFIC	ATLANTIC	scaffold285	1	500000	0.34684068977644245	63
PACIFIC	ATLANTIC	scaffold286	1	500000	0.6562303140876192	108
PACIFIC	ATLANTIC	scaffold287	1	500000	0.5138185327482292	92
PACIFIC	ATLANTIC	scaffold288	1	500000	0.5576998668597036	172
PACIFIC	ATLANTIC	scaffold289	100001	600000	0.7551551781390076	84
PACIFIC	ATLANTIC	scaffold290	100001	600000	0.5358619212934753	69
PACIFIC	ATLANTIC	scaffold291	100001	600000	0.6287269248262991	79
PACIFIC	ATLANTIC	scaffold292	1	500000	0.5759530527147464	111
PACIFIC	ATLANTIC	scaffold293	1	500000	0.4952727105666796	81
PACIFIC	ATLANTIC	scaffold294	1	500000	0.2816931904134128	173
PACIFIC	ATLANTIC	scaffold295	1	500000	0.4917914249735923	52
PACIFIC	ATLANTIC	scaffold296	1	500000	0.716086672528374	94
PACIFIC	ATLANTIC	scaffold297	100001	600000	0.5301752977385255	25
PACIFIC	ATLANTIC	scaffold298	100001	600000	0.8052738336713996	50
PACIFIC	ATLANTIC	scaffold299	1	500000	0.8156431980683891	72
PACIFIC	ATLANTIC	scaffold300	1	500000	0.7628852003498136	152
PACIFIC	ATLANTIC	scaffold301	1	500000	0.7520379218380406	41
PACIFIC	ATLANTIC	scaffold302	1	500000	0.4270681225650455	173
PACIFIC	ATLANTIC	scaffold303	1	500000	0.22885412705043234	120
PACIFIC	ATLANTIC	scaffold304	100001	600000	0.41695027717460037	29
PACIFIC	ATLANTIC	scaffold305	100001	600000	0.751106733846025	67
PACIFIC	ATLANTIC	scaffold306	100001	600000	0.4748287412326972	181
PACIFIC	ATLANTIC	scaffold307	1	500000	0.608560784374854	92
PACIFIC	ATLANTIC	scaffold308	100001	600000	0.8858392033033763	37
PACIFIC	ATLANTIC	scaffold309	100001	600000	0.5711193174582961	5
PACIFIC	ATLANTIC	scaffold310	1	500000	0.6548041748396434	138
PACIFIC	ATLANTIC	scaffold311	100001	600000	0.3934990883649132	150
PACIFIC	ATLANTIC	scaffold312	1	500000	0.934204676802703	40
PACIFIC	ATLANTIC	scaffold313	1	500000	0.633630439982599	82
PACIFIC	ATLANTIC	scaffold314	1	500000	0.3877608617256464	32
PACIFIC	ATLANTIC	scaffold315	1	500000	0.7482332389296206	21
PACIFIC	ATLANTIC	scaffold316	100001	600000	0.9265877993708629	42
PACIFIC	ATLANTIC	scaffold317	1	500000	0.5123038839236166	156
PACIFIC	ATLANTIC	scaffold318	1	500000	0.9027233190052281	59
PACIFIC	ATLANTIC	scaffold319	1	500000	0.5311919557550776	121
PACIFIC	ATLANTIC	scaffold320	1	500000	0.6125527807675172	421
PACIFIC	ATLANTIC	scaffold321	100001	600000	0.5664611907230432	82
PACIFIC	ATLANTIC	scaffold322	1	500000	0.7347521510698242	66
PACIFIC	ATLANTIC	scaffold323	1	500000	0.7149473362792533	88
PACIFIC	ATLANTIC	scaffold324	1	500000	0.5279913394320607	370
PACIFIC	ATLANTIC	scaffold325	1	500000	0.6112138175581094	211
PACIFIC	ATLANTIC	scaffold326	1	500000	0.5268277082036358	153
PACIFIC	ATLANTIC	scaffold327	100001	600000	0.9386503067484663	26
PACIFIC	ATLANTIC	scaffold328	1	500000	0.5264330338755066	171
PACIFIC	ATLANTIC	scaffold329	1	500000	0.282532949553098	32
PACIFIC	ATLANTIC	scaffold331	1	500000	0.8906957399658384	41
PACIFIC	ATLANTIC	scaffold332	1	500000	0.6835229336365479	46
PACIFIC	ATLANTIC	scaffold333	1	500000	0.6114031940248562	59
PACIFIC	ATLANTIC	scaffold334	100001	600000	0.6336642800853173	184
PACIFIC	ATLANTIC	scaffold335	1	500000	0.5624407682996632	65
PACIFIC	ATLANTIC	scaffold336	1	500000	0.6698631691899319	48
PACIFIC	ATLANTIC	scaffold337	200001	700000	0.42566294840390273	164
PACIFIC	ATLANTIC	scaffold338	1	500000	0.8024283189876303	36
PACIFIC	ATLANTIC	scaffold339	1	500000	0.07457304880847018	11
PACIFIC	ATLANTIC	scaffold340	1	500000	0.5217813427215563	18
PACIFIC	ATLANTIC	scaffold341	1	500000	0.6283292069263925	210
PACIFIC	ATLANTIC	scaffold342	100001	600000	0.5699475314495227	43
PACIFIC	ATLANTIC	scaffold343	100001	600000	0.6460781359847344	9
PACIFIC	ATLANTIC	scaffold344	200001	700000	0.32941437940162077	21
PACIFIC	ATLANTIC	scaffold345	1	500000	0.8985430786088228	82
PACIFIC	ATLANTIC	scaffold346	1	500000	0.5155884497664348	71
PACIFIC	ATLANTIC	scaffold347	100001	600000	0.5796527716095354	59
PACIFIC	ATLANTIC	scaffold348	1	500000	0.5244480638055844	160
PACIFIC	ATLANTIC	scaffold349	100001	600000	0.9009795520672962	131
PACIFIC	ATLANTIC	scaffold350	1	500000	0.5074319290123073	67
PACIFIC	ATLANTIC	scaffold351	1	500000	0.7173364112360306	71
PACIFIC	ATLANTIC	scaffold352	1	500000	0.5922955123215283	225
PACIFIC	ATLANTIC	scaffold353	1	500000	0.6572641218819288	84
PACIFIC	ATLANTIC	scaffold354	100001	600000	0.6589656077710685	19
PACIFIC	ATLANTIC	scaffold356	1	500000	0.7340116279069768	24
PACIFIC	ATLANTIC	scaffold357	1	500000	0.736164712271439	92
PACIFIC	ATLANTIC	scaffold358	1	500000	0.4851911608455652	25
PACIFIC	ATLANTIC	scaffold359	1	500000	0.8058257985346131	206
PACIFIC	ATLANTIC	scaffold360	1	500000	0.6206222391192149	182
PACIFIC	ATLANTIC	scaffold361	1	500000	0.2690673888533335	257
PACIFIC	ATLANTIC	scaffold362	1	500000	0.7714294686684176	130
PACIFIC	ATLANTIC	scaffold363	1	500000	-0.0766609880749573	4
PACIFIC	ATLANTIC	scaffold364	1	500000	0.5197685631629702	66
PACIFIC	ATLANTIC	scaffold365	1	500000	0.3954375562636645	197
PACIFIC	ATLANTIC	scaffold366	1	500000	0.41498348725943596	94
PACIFIC	ATLANTIC	scaffold367	1	500000	0.4204993990233714	186
PACIFIC	ATLANTIC	scaffold368	1	500000	0.7086523477200353	73
