pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
PACIFIC	ATLANTIC	scaffold77	1	500000	0.01565222331641542	4636	3306	211216	137776
PACIFIC	ATLANTIC	scaffold78	1	500000	0.011720284604303985	3775	2148	183272	206552
PACIFIC	ATLANTIC	scaffold79	1	500000	0.009082267098299162	5643	2828	311376	80240
PACIFIC	ATLANTIC	scaffold80	1	500000	0.009244372990353697	1276	736	79616	2368
PACIFIC	ATLANTIC	scaffold81	1	500000	0.012536462760590254	12643	8200	654092	232884
PACIFIC	ATLANTIC	scaffold82	1	500000	0.011208034581834184	2557	1732	154532	9308
PACIFIC	ATLANTIC	scaffold83	1	500000	0.020412910729863332	1623	1404	68780	58260
PACIFIC	ATLANTIC	scaffold84	1	500000	0.0072880093626981595	1599	548	75192	49032
PACIFIC	ATLANTIC	scaffold85	1	500000	0.0012392865415798008	6428	428	345360	109040
PACIFIC	ATLANTIC	scaffold86	1	500000	0.001725219573400251	788	44	25504	95264
PACIFIC	ATLANTIC	scaffold87	1	500000	0.0221211783084133	2418	3172	143392	12192
PACIFIC	ATLANTIC	scaffold88	1	500000	0.017358404035771612	6002	4542	261660	197796
PACIFIC	ATLANTIC	scaffold89	1	500000	0.019000806984080406	2751	3108	163572	12556
PACIFIC	ATLANTIC	scaffold90	1	500000	0.01262635125649305	3971	2878	227936	82848
PACIFIC	ATLANTIC	scaffold91	1	500000	0.005017974835230677	4417	1072	213632	92288
PACIFIC	ATLANTIC	scaffold92	1	500000	0.02158717105263158	882	630	29184	34240
PACIFIC	ATLANTIC	scaffold93	1	500000	0.02004706099474024	2240	1738	86696	94360
PACIFIC	ATLANTIC	scaffold94	1	500000	0.0	675	0	27028	20844
PACIFIC	ATLANTIC	scaffold95	1	500000	0.008730666929366564	3120	1418	162416	63312
PACIFIC	ATLANTIC	scaffold96	1	500000	0.0035710946994484435	4445	764	213940	78156
PACIFIC	ATLANTIC	scaffold97	1	500000	0.01999420780609517	3117	3590	179552	21536
PACIFIC	ATLANTIC	scaffold98	1	500000	0.021937853043898167	6105	7814	356188	131428
PACIFIC	ATLANTIC	scaffold99	1	500000	0.007585751978891821	1285	506	66704	53296
PACIFIC	ATLANTIC	scaffold100	1	500000	0.01628326213896618	5471	4986	306204	51108
PACIFIC	ATLANTIC	scaffold101	1	500000	0.003936616498001869	4494	792	201188	114204
PACIFIC	ATLANTIC	scaffold102	1	500000	0.018363839218406054	2518	2436	132652	51604
PACIFIC	ATLANTIC	scaffold103	1	500000	0.006759073321251898	1763	552	81668	127740
PACIFIC	ATLANTIC	scaffold104	1	500000	0.024842625899280577	394	442	17792	32256
PACIFIC	ATLANTIC	scaffold105	1	500000	0.006880733944954129	2620	954	138648	34536
PACIFIC	ATLANTIC	scaffold106	1	500000	0.0012	1214	78	65000	57880
PACIFIC	ATLANTIC	scaffold107	1	500000	0.007241482815548552	5928	1544	213216	383136
PACIFIC	ATLANTIC	scaffold108	1	500000	0.011988097735899442	4257	2514	209708	132756
PACIFIC	ATLANTIC	scaffold109	1	500000	0.007251604923729313	4745	1970	271664	81936
PACIFIC	ATLANTIC	scaffold110	1	500000	0.008161054602871516	4514	1778	217864	93496
PACIFIC	ATLANTIC	scaffold111	1	500000	0.0	1461	0	67516	45508
PACIFIC	ATLANTIC	scaffold112	1	500000	0.011156651933870648	4389	2918	261548	53844
PACIFIC	ATLANTIC	scaffold113	1	500000	0.011171223863137885	2895	1528	136780	118452
PACIFIC	ATLANTIC	scaffold114	1	500000	0.005081687599554559	4956	1442	283764	64332
PACIFIC	ATLANTIC	scaffold115	1	500000	0.016888358866159067	7774	7364	436040	102264
PACIFIC	ATLANTIC	scaffold115	500001	1000000	0.017109484247758492	3970	3328	194512	128048
PACIFIC	ATLANTIC	scaffold116	1	500000	0.022533843605414976	1588	1578	70028	78196
PACIFIC	ATLANTIC	scaffold117	1	500000	0.03209243631201199	5371	8138	253580	162804
PACIFIC	ATLANTIC	scaffold118	1	500000	0.011766926755600302	2836	1870	158920	25080
PACIFIC	ATLANTIC	scaffold119	1	500000	0.00636191488654862	2494	766	120404	101804
PACIFIC	ATLANTIC	scaffold120	1	500000	0.011888888888888888	4025	1926	162000	148912
PACIFIC	ATLANTIC	scaffold121	1	500000	0.021602525556223693	2177	2874	133040	31440
PACIFIC	ATLANTIC	scaffold122	1	500000	0.008351512803784048	12731	6554	784768	90624
PACIFIC	ATLANTIC	scaffold123	1	500000	0.006537439256852901	12502	3896	595952	297040
PACIFIC	ATLANTIC	scaffold123	500001	1000000	0.026723781773902455	4161	4916	183956	200364
PACIFIC	ATLANTIC	scaffold124	1	500000	0.010421439733060754	6556	3548	340452	102428
PACIFIC	ATLANTIC	scaffold125	1	500000	0.005724238658115084	7977	2524	440932	101148
PACIFIC	ATLANTIC	scaffold126	1	500000	0.008040921508980644	3750	1660	206444	72340
PACIFIC	ATLANTIC	scaffold127	1	500000	0.015016668195858947	3037	1964	130788	89244
PACIFIC	ATLANTIC	scaffold128	1	500000	0.013184318519165284	4365	3020	229060	89724
PACIFIC	ATLANTIC	scaffold129	1	500000	0.035435453610119225	1152	2342	66092	11156
PACIFIC	ATLANTIC	scaffold130	1	500000	0.01860237425039775	8237	6688	359524	244828
PACIFIC	ATLANTIC	scaffold131	1	500000	0.013499598151496886	2718	2150	159264	16928
PACIFIC	ATLANTIC	scaffold132	1	500000	0.007752095710913974	1966	762	98296	37000
PACIFIC	ATLANTIC	scaffold133	1	500000	0.009151344300921446	2338	870	95068	186724
PACIFIC	ATLANTIC	scaffold134	1	500000	0.0043235932953567474	4945	1266	292812	27700
PACIFIC	ATLANTIC	scaffold135	1	500000	0.01853158128098674	3834	3678	198472	51448
PACIFIC	ATLANTIC	scaffold136	1	500000	0.01619403979392432	7155	5834	360256	136576
PACIFIC	ATLANTIC	scaffold137	1	500000	0.01620423721301303	7749	7312	451240	82904
PACIFIC	ATLANTIC	scaffold138	1	500000	0.02244360634739913	4902	6308	281060	43868
PACIFIC	ATLANTIC	scaffold139	1	500000	0.020108446934501936	10292	11600	576872	83864
PACIFIC	ATLANTIC	scaffold140	1	500000	0.015104943742077336	6434	5386	356572	70884
PACIFIC	ATLANTIC	scaffold141	1	500000	0.011128364389233954	2286	1032	92736	80832
PACIFIC	ATLANTIC	scaffold142	1	500000	0.018018018018018018	545	464	25752	9768
PACIFIC	ATLANTIC	scaffold144	1	500000	0.010769608043487146	1721	1054	97868	14964
PACIFIC	ATLANTIC	scaffold145	1	500000	0.009979345076469633	3261	1720	172356	128188
PACIFIC	ATLANTIC	scaffold145	500001	1000000	0.008437108540269692	1325	458	54284	136372
PACIFIC	ATLANTIC	scaffold146	1	500000	0.012861256583560868	6742	3448	268092	207364
PACIFIC	ATLANTIC	scaffold147	1	500000	0.017015877396750922	10302	8878	521748	199020
PACIFIC	ATLANTIC	scaffold148	1	500000	0.010265505750833065	684	382	37212	6564
PACIFIC	ATLANTIC	scaffold149	1	500000	0.0021495470597267005	616	56	26052	28988
PACIFIC	ATLANTIC	scaffold150	1	500000	0.013209358971356302	4368	2256	170788	153692
PACIFIC	ATLANTIC	scaffold151	1	500000	0.012197679295400532	3890	2094	171672	153000
PACIFIC	ATLANTIC	scaffold152	1	500000	0.0156426542051974	6267	5704	364644	44124
PACIFIC	ATLANTIC	scaffold153	1	500000	0.006808845872488887	1653	484	71084	44564
PACIFIC	ATLANTIC	scaffold154	1	500000	0.020430546730809962	5779	5402	264408	184552
PACIFIC	ATLANTIC	scaffold155	1	500000	0.010143662569885118	7069	3440	339128	248840
PACIFIC	ATLANTIC	scaffold156	1	500000	0.020639300908359203	2312	1436	69576	153592
PACIFIC	ATLANTIC	scaffold157	1	500000	0.014324745017361678	6543	5264	367476	58764
PACIFIC	ATLANTIC	scaffold158	1	500000	0.015088794792390824	5038	3820	253168	113104
PACIFIC	ATLANTIC	scaffold159	1	500000	0.016424245474524805	5782	3916	238428	1617124
PACIFIC	ATLANTIC	scaffold160	1	500000	0.008236413618101079	3386	1558	189160	79064
PACIFIC	ATLANTIC	scaffold161	1	500000	0.009816216709230208	4048	1722	175424	121472
PACIFIC	ATLANTIC	scaffold162	1	500000	0.01789989118607182	2363	1974	110280	83384
PACIFIC	ATLANTIC	scaffold163	1	500000	0.008086253369272238	197	24	2968	29288
PACIFIC	ATLANTIC	scaffold164	1	500000	0.026005888125613347	2783	3180	122280	115288
PACIFIC	ATLANTIC	scaffold165	1	500000	0.0005695443645083933	1857	38	66720	107872
PACIFIC	ATLANTIC	scaffold166	1	500000	0.01967227290414631	5049	5460	277548	138452
PACIFIC	ATLANTIC	scaffold167	1	500000	0.007315536550873642	11173	4366	596812	174836
PACIFIC	ATLANTIC	scaffold168	1	500000	0.0181948503060043	3459	2640	145096	100088
PACIFIC	ATLANTIC	scaffold169	1	500000	0.007156148374867399	4197	1646	230012	63172
PACIFIC	ATLANTIC	scaffold170	1	500000	0.009850617016670275	1061	546	55428	12732
PACIFIC	ATLANTIC	scaffold171	1	500000	0.0	576	0	18756	89532
PACIFIC	ATLANTIC	scaffold172	1	500000	0.016767014709244722	1768	880	52484	105404
PACIFIC	ATLANTIC	scaffold173	1	500000	0.010608593058696294	3761	2158	203420	38500
PACIFIC	ATLANTIC	scaffold174	1	500000	0.00514792899408284	799	174	33800	27384
PACIFIC	ATLANTIC	scaffold175	1	500000	0.008350085047162517	1606	648	77604	34780
PACIFIC	ATLANTIC	scaffold176	1	500000	0.02609260529069977	2297	2892	110836	38924
PACIFIC	ATLANTIC	scaffold177	1	500000	0.006285329301958722	4636	1530	243424	114592
PACIFIC	ATLANTIC	scaffold178	1	500000	0.026413198019316565	3010	4310	163176	34712
PACIFIC	ATLANTIC	scaffold179	1	500000	0.006083785819032143	3342	1228	201848	12168
PACIFIC	ATLANTIC	scaffold180	1	500000	0.018603956902868618	5115	5484	294776	107912
PACIFIC	ATLANTIC	scaffold181	1	500000	0.029038471035606698	1422	2352	80996	10140
PACIFIC	ATLANTIC	scaffold182	1	500000	0.01862062731627949	3292	2472	132756	148268
PACIFIC	ATLANTIC	scaffold183	1	500000	0.011869458764846328	6744	3122	263028	271372
PACIFIC	ATLANTIC	scaffold184	1	500000	0.008355624189945675	2655	1212	145052	67684
PACIFIC	ATLANTIC	scaffold185	1	500000	0.032310838445807774	1126	2212	68460	3796
PACIFIC	ATLANTIC	scaffold186	1	500000	0.004109446525176862	1764	316	76896	120480
PACIFIC	ATLANTIC	scaffold187	1	500000	0.012459345704993303	2478	1042	83632	126288
PACIFIC	ATLANTIC	scaffold188	1	500000	0.016093284409092027	3294	2614	162428	65476
PACIFIC	ATLANTIC	scaffold189	1	500000	0.015142969939653713	1773	1074	70924	67060
PACIFIC	ATLANTIC	scaffold190	1	500000	0.013591186684229433	818	454	33404	36036
PACIFIC	ATLANTIC	scaffold191	1	500000	0.023570476115773786	3978	3606	152988	362724
PACIFIC	ATLANTIC	scaffold192	1	500000	0.01726351201806029	2084	1560	90364	47876
PACIFIC	ATLANTIC	scaffold193	1	500000	0.016087149281145102	3092	3048	189468	10468
PACIFIC	ATLANTIC	scaffold194	1	500000	0.02914128283729774	2190	3004	103084	81556
PACIFIC	ATLANTIC	scaffold195	1	500000	0.02053915275994865	2167	2688	130872	8648
PACIFIC	ATLANTIC	scaffold196	1	500000	0.0060159847102771264	3231	1108	184176	23504
PACIFIC	ATLANTIC	scaffold197	1	500000	0.003913198150124511	4354	748	191148	191828
PACIFIC	ATLANTIC	scaffold198	1	500000	0.0	1182	0	56696	41288
PACIFIC	ATLANTIC	scaffold199	1	500000	0.006926133975314303	4611	1450	209352	159544
PACIFIC	ATLANTIC	scaffold200	1	500000	0.010830324909747292	1100	432	39888	48816
PACIFIC	ATLANTIC	scaffold201	1	500000	0.002929584866001051	3513	446	152240	121872
PACIFIC	ATLANTIC	scaffold202	1	500000	0.015617280999505984	9369	7840	502008	169352
PACIFIC	ATLANTIC	scaffold203	1	500000	0.004496244074058981	5667	1324	294468	117756
PACIFIC	ATLANTIC	scaffold204	1	500000	0.014474061335626254	735	404	27912	24696
PACIFIC	ATLANTIC	scaffold205	1	500000	0.01811116839472227	4422	3794	209484	206004
PACIFIC	ATLANTIC	scaffold206	1	500000	0.015867891730816985	4455	2556	161080	864328
PACIFIC	ATLANTIC	scaffold206	500001	1000000	NA	0	0	0	429824
PACIFIC	ATLANTIC	scaffold207	1	500000	0.012697814619442352	2271	1348	106160	54480
PACIFIC	ATLANTIC	scaffold209	1	500000	0.009717564346034184	1867	962	98996	47564
PACIFIC	ATLANTIC	scaffold210	1	500000	0.008872651356993737	240	136	15328	32
PACIFIC	ATLANTIC	scaffold211	1	500000	0.012668811458276533	5508	2788	220068	258460
PACIFIC	ATLANTIC	scaffold212	1	500000	0.011133784814100552	3356	1986	178376	40120
PACIFIC	ATLANTIC	scaffold213	1	500000	0.013396375098502758	2439	1088	81216	171648
PACIFIC	ATLANTIC	scaffold214	1	500000	0.014331063248620416	3908	3106	216732	83300
PACIFIC	ATLANTIC	scaffold215	1	500000	0.007420675537359263	1277	580	78160	4016
PACIFIC	ATLANTIC	scaffold216	1	500000	0.013303769401330377	92	24	1804	41716
PACIFIC	ATLANTIC	scaffold217	1	500000	0.005082277559341779	2327	698	137340	29508
PACIFIC	ATLANTIC	scaffold218	1	500000	0.017461618819671263	5315	5282	302492	52964
PACIFIC	ATLANTIC	scaffold219	1	500000	0.007540170339801563	3782	1374	182224	87344
PACIFIC	ATLANTIC	scaffold220	1	500000	0.008852518078180088	3133	1376	155436	72788
PACIFIC	ATLANTIC	scaffold221	1	500000	0.006617448455928694	3589	1176	177712	66512
PACIFIC	ATLANTIC	scaffold222	1	500000	0.014650576517750135	1841	1418	96788	69100
PACIFIC	ATLANTIC	scaffold223	1	500000	0.007116148294153453	2867	982	137996	124532
PACIFIC	ATLANTIC	scaffold224	1	500000	0.015067750677506776	1519	1112	73800	25976
PACIFIC	ATLANTIC	scaffold226	1	500000	0.01861655582779139	2021	1702	91424	42464
PACIFIC	ATLANTIC	scaffold227	1	500000	0.013830242947188055	1421	904	65364	45676
PACIFIC	ATLANTIC	scaffold228	1	500000	0.012170304457124616	2110	1220	100244	62764
PACIFIC	ATLANTIC	scaffold229	1	500000	0.01910930307247618	2672	1428	74728	247704
PACIFIC	ATLANTIC	scaffold230	1	500000	0.013980378416257884	1988	1596	114160	46032
PACIFIC	ATLANTIC	scaffold231	1	500000	0.015855353682850803	9814	9034	569776	77264
PACIFIC	ATLANTIC	scaffold232	1	500000	0.021531977276892066	1700	1410	65484	117492
PACIFIC	ATLANTIC	scaffold233	1	500000	0.005600265494067867	1766	540	96424	17304
PACIFIC	ATLANTIC	scaffold234	1	500000	0.005868967692515658	4210	1042	177544	192568
PACIFIC	ATLANTIC	scaffold235	1	500000	0.0023042319634256655	6833	754	327224	131848
PACIFIC	ATLANTIC	scaffold236	1	500000	0.011480009352349777	3198	1964	171080	34424
PACIFIC	ATLANTIC	scaffold237	1	500000	0.016428508700397696	5706	5238	318836	65228
PACIFIC	ATLANTIC	scaffold238	1	500000	0.014146238249251882	4760	3744	264664	58856
PACIFIC	ATLANTIC	scaffold239	1	500000	0.017557251908396947	1247	1058	60260	20444
PACIFIC	ATLANTIC	scaffold240	1	500000	0.005522665017230715	814	250	45268	23788
PACIFIC	ATLANTIC	scaffold241	1	500000	0.012356239901150081	1679	1040	84168	29880
PACIFIC	ATLANTIC	scaffold242	1	500000	0.0017257248044178556	827	60	34768	22256
PACIFIC	ATLANTIC	scaffold243	1	500000	0.009565820777160984	4506	2316	242112	62720
PACIFIC	ATLANTIC	scaffold244	1	500000	0.007309941520467836	457	110	15048	31864
PACIFIC	ATLANTIC	scaffold245	1	500000	0.011687416443850268	3278	2238	191488	26176
PACIFIC	ATLANTIC	scaffold246	1	500000	0.0	35	0	888	8776
PACIFIC	ATLANTIC	scaffold247	1	500000	0.0014730498828255775	981	88	59740	3044
PACIFIC	ATLANTIC	scaffold248	1	500000	0.01587343233457522	3095	2420	152456	47352
PACIFIC	ATLANTIC	scaffold249	1	500000	0.015733224911786487	4574	4334	275468	20084
PACIFIC	ATLANTIC	scaffold250	1	500000	0.020055616415269234	3655	2856	142404	185660
PACIFIC	ATLANTIC	scaffold251	1	500000	0.009053204299157116	2114	812	89692	71588
PACIFIC	ATLANTIC	scaffold252	1	500000	0.005018712381215183	4994	1164	231932	136452
PACIFIC	ATLANTIC	scaffold253	1	500000	0.020801562458196216	2707	3110	149508	31932
PACIFIC	ATLANTIC	scaffold254	1	500000	0.01158043709005797	2482	1702	146972	15972
PACIFIC	ATLANTIC	scaffold255	1	500000	0.03645011215419124	1715	3510	96296	20184
PACIFIC	ATLANTIC	scaffold256	1	500000	0.02199759957992649	3636	4692	213296	26832
PACIFIC	ATLANTIC	scaffold257	1	500000	0.021300084421066304	1440	1312	61596	31844
PACIFIC	ATLANTIC	scaffold258	1	500000	0.007103648692282854	276	88	12388	8156
PACIFIC	ATLANTIC	scaffold259	1	500000	0.010483023068835426	2692	1356	129352	71544
PACIFIC	ATLANTIC	scaffold260	1	500000	0.007831889487239523	3375	1338	170840	56872
PACIFIC	ATLANTIC	scaffold261	1	500000	0.004360620082308037	4494	818	187588	202812
PACIFIC	ATLANTIC	scaffold262	1	500000	0.00731486535056775	6554	2198	300484	235516
PACIFIC	ATLANTIC	scaffold263	1	500000	0.02007627433957584	3186	2590	129008	109328
PACIFIC	ATLANTIC	scaffold264	1	500000	0.011924009700889249	2648	1416	118752	124256
PACIFIC	ATLANTIC	scaffold265	1	500000	0.014121634343814724	1159	600	42488	77320
PACIFIC	ATLANTIC	scaffold266	1	500000	0.02342585692995529	754	1006	42944	5568
PACIFIC	ATLANTIC	scaffold267	1	500000	0.000724812756704518	765	24	33112	28584
PACIFIC	ATLANTIC	scaffold269	1	500000	0.007184305056645482	4064	1352	188188	130148
PACIFIC	ATLANTIC	scaffold270	1	500000	0.009178894786137995	3493	1176	128120	167112
PACIFIC	ATLANTIC	scaffold271	1	500000	0.014622176632675636	3705	2908	198876	45092
PACIFIC	ATLANTIC	scaffold272	1	500000	0.012321989578042402	3944	2620	212628	965164
PACIFIC	ATLANTIC	scaffold273	1	500000	0.012342839619748544	1309	644	52176	65072
PACIFIC	ATLANTIC	scaffold274	1	500000	0.012081746601797016	5859	3566	295156	95436
PACIFIC	ATLANTIC	scaffold275	1	500000	0.01407952455072874	2810	1592	113072	94928
PACIFIC	ATLANTIC	scaffold276	1	500000	0.0017853085337747915	2983	220	123228	92836
PACIFIC	ATLANTIC	scaffold277	1	500000	0.0123016522165876	4939	3008	244520	77464
PACIFIC	ATLANTIC	scaffold278	1	500000	0.03727671938455443	2393	4516	121148	34372
PACIFIC	ATLANTIC	scaffold279	1	500000	0.021674363175927306	661	582	26852	66588
PACIFIC	ATLANTIC	scaffold280	1	500000	0.012518821251882126	1995	1164	92980	236108
PACIFIC	ATLANTIC	scaffold281	1	500000	0.020899722450657895	5962	6506	311296	182912
