pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
ATLANTIC	scaffold10	500001	1000000	0.0014010507880910684	917	4	2855	38053
PACIFIC	scaffold10	1	500000	0.001626457034426674	1684	6	3689	73983
PACIFIC	scaffold10	500001	1000000	0.0	864	0	2169	38739
ATLANTIC	scaffold11	1	500000	0.0	1583	0	2766	52618
PACIFIC	scaffold11	1	500000	0.0	904	0	5240	50144
ATLANTIC	scaffold12	1	500000	0.0	733	0	3671	29509
ATLANTIC	scaffold12	500001	1000000	0.0	316	0	496	21036
PACIFIC	scaffold12	1	500000	0.0004953928465272962	853	5	10093	23087
PACIFIC	scaffold12	500001	1000000	0.012307692307692308	520	12	975	20557
ATLANTIC	scaffold13	1	500000	0.0	650	0	930	23178
ATLANTIC	scaffold13	500001	1000000	0.0	54	0	54	14002
PACIFIC	scaffold13	1	500000	0.0024096385542168677	375	3	1245	22863
PACIFIC	scaffold13	500001	1000000	0.002506265664160401	473	2	798	13258
ATLANTIC	scaffold14	1	500000	0.0018083182640144665	348	1	553	9947
PACIFIC	scaffold14	1	500000	0.0	27	0	27	10473
ATLANTIC	scaffold15	1	500000	0.012048192771084338	368	6	498	21818
PACIFIC	scaffold15	1	500000	0.0	453	0	2178	20138
ATLANTIC	scaffold16	1	500000	0.0	923	0	1553	65535
ATLANTIC	scaffold16	500001	1000000	0.0	527	0	1042	30598
PACIFIC	scaffold16	1	500000	0.006270010672358591	1724	47	7496	59592
PACIFIC	scaffold16	500001	1000000	0.0	942	0	7977	23663
ATLANTIC	scaffold17	1	500000	0.0028268551236749115	875	4	1415	34733
PACIFIC	scaffold17	1	500000	0.0027472527472527475	586	4	1456	34692
ATLANTIC	scaffold18	1	500000	0.0010565240359218173	2570	6	5679	96997
PACIFIC	scaffold18	1	500000	0.0014378145219266715	1805	6	4173	98503
ATLANTIC	scaffold19	1	500000	0.0006938020351526364	2569	3	4324	115852
PACIFIC	scaffold19	1	500000	0.000862217623728229	2307	5	5799	114377
ATLANTIC	scaffold20	1	500000	0.0	863	0	1614	33134
PACIFIC	scaffold20	1	500000	0.005119453924914676	536	3	586	34162
ATLANTIC	scaffold21	1	500000	0.0009757684176288828	2345	6	6149	93951
PACIFIC	scaffold21	1	500000	0.0040339702760084925	2303	19	4710	95390
ATLANTIC	scaffold22	1	500000	0.0	1677	0	2452	63712
PACIFIC	scaffold22	1	500000	0.0016181229773462784	1000	5	3090	63074
ATLANTIC	scaffold23	1	500000	0.0	764	0	944	35820
PACIFIC	scaffold23	1	500000	0.0051960321209258385	876	11	2117	34647
ATLANTIC	scaffold24	1	500000	0.006157635467980296	1043	20	3248	30604
PACIFIC	scaffold24	1	500000	0.005774783445620789	694	30	5195	28657
ATLANTIC	scaffold25	1	500000	0.00027086813236422734	1744	6	22151	46925
PACIFIC	scaffold25	1	500000	0.00042573572454898624	1760	8	18791	50285
ATLANTIC	scaffold26	1	500000	0.0	1137	0	2943	50201
PACIFIC	scaffold26	1	500000	0.0	1217	0	2427	50717
ATLANTIC	scaffold27	1	500000	0.00048520135856380397	1838	2	4122	90266
ATLANTIC	scaffold27	500001	1000000	0.0	82	0	362	5966
PACIFIC	scaffold27	1	500000	0.0036163522012578617	2162	23	6360	88028
PACIFIC	scaffold27	500001	1000000	0.0	151	0	151	6177
ATLANTIC	scaffold28	1	500000	0.0012170385395537525	1145	3	2465	46591
PACIFIC	scaffold28	1	500000	0.004201680672268907	1051	7	1666	47390
ATLANTIC	scaffold29	1	500000	0.01023318235195437	1498	122	11922	37246
PACIFIC	scaffold29	1	500000	0.012599388379204893	1037	103	8175	40993
ATLANTIC	scaffold30	1	500000	0.00033717715287612113	4090	5	14829	127187
ATLANTIC	scaffold30	500001	1000000	0.001448975367418754	3413	28	19324	103960
PACIFIC	scaffold30	1	500000	0.0	2863	0	23738	118278
PACIFIC	scaffold30	500001	1000000	0.001085218185972127	3000	19	17508	105776
ATLANTIC	scaffold31	1	500000	0.00015080681646810435	3025	1	6631	135553
PACIFIC	scaffold31	1	500000	0.0012756186750574028	3219	15	11759	130425
ATLANTIC	scaffold32	1	500000	0.0009358914365933552	1457	2	2137	84411
PACIFIC	scaffold32	1	500000	0.009924812030075189	2200	66	6650	79898
ATLANTIC	scaffold33	1	500000	0.001911436763300414	1120	6	3139	39113
PACIFIC	scaffold33	1	500000	0.0	494	0	889	41363
ATLANTIC	scaffold34	1	500000	0.0030823425803610744	1537	14	4542	59046
PACIFIC	scaffold34	1	500000	0.005514199062586159	1636	20	3627	59961
ATLANTIC	scaffold35	1	500000	0.0	709	0	999	19245
ATLANTIC	scaffold35	500001	1000000	0.0	1109	0	2831	45049
PACIFIC	scaffold35	1	500000	0.0	90	0	165	20079
PACIFIC	scaffold35	500001	1000000	0.0022169671888856044	1204	15	6766	41114
ATLANTIC	scaffold36	1	500000	0.0	233	0	233	6655
PACIFIC	scaffold36	1	500000	0.0	13	0	13	6875
ATLANTIC	scaffold37	1	500000	0.0025662366486336524	3764	37	14418	142298
PACIFIC	scaffold37	1	500000	0.0010153521241166436	4060	25	24622	132094
ATLANTIC	scaffold38	1	500000	0.0035460992907801418	2359	18	5076	97880
PACIFIC	scaffold38	1	500000	0.002510460251046025	2175	9	3585	99371
ATLANTIC	scaffold39	1	500000	0.0	773	0	2205	29547
PACIFIC	scaffold39	1	500000	0.015242242787152967	462	28	1837	29915
ATLANTIC	scaffold41	1	500000	0.0	2217	0	2894	87154
PACIFIC	scaffold41	1	500000	0.0007042253521126761	1509	5	7100	82948
ATLANTIC	scaffold42	1	500000	0.0006049606775559589	2034	5	8265	62715
ATLANTIC	scaffold42	500001	1000000	0.00038684719535783365	1305	1	2585	50447
PACIFIC	scaffold42	1	500000	0.0006936416184971098	1182	6	8650	62330
PACIFIC	scaffold42	500001	1000000	0.0	1084	0	1844	51188
ATLANTIC	scaffold43	1	500000	0.0	665	0	775	29493
PACIFIC	scaffold43	1	500000	0.0	563	0	1154	29114
ATLANTIC	scaffold44	1	500000	0.0013096147549929063	2764	12	9163	118237
PACIFIC	scaffold44	1	500000	0.0009394778481012658	3184	19	20224	107176
ATLANTIC	scaffold46	1	500000	0.00231839258114374	1094	3	1294	40258
PACIFIC	scaffold46	1	500000	0.002127659574468085	470	1	470	41082
ATLANTIC	scaffold47	1	500000	0.0	979	0	2299	40653
PACIFIC	scaffold47	1	500000	0.0	666	0	666	42286
ATLANTIC	scaffold48	1	500000	0.0	2837	0	22998	79174
PACIFIC	scaffold48	1	500000	0.0002886650843543524	2710	9	31178	70994
ATLANTIC	scaffold49	1	500000	0.0013169446883230904	1613	3	2278	58258
PACIFIC	scaffold49	1	500000	0.01764705882352941	912	30	1700	58836
ATLANTIC	scaffold50	1	500000	0.0	126	0	126	14070
PACIFIC	scaffold50	1	500000	0.0023752969121140144	421	1	421	13775
ATLANTIC	scaffold51	1	500000	0.0	2138	0	9071	66109
PACIFIC	scaffold51	1	500000	0.006548474684555183	1017	41	6261	68919
ATLANTIC	scaffold52	1	500000	0.0	199	0	199	5625
PACIFIC	scaffold52	1	500000	0.0	37	0	37	5787
ATLANTIC	scaffold53	1	500000	0.0031490552834149755	2820	27	8574	115270
PACIFIC	scaffold53	1	500000	0.00012250398137939484	2954	3	24489	99355
ATLANTIC	scaffold54	1	500000	0.0013027001421127427	2706	11	8444	104340
PACIFIC	scaffold54	1	500000	0.0022520409120765695	2530	24	10657	102127
ATLANTIC	scaffold55	1	500000	0.004753673292999135	1813	22	4628	65036
PACIFIC	scaffold55	1	500000	0.008420411890027391	1880	83	9857	59807
ATLANTIC	scaffold56	1	500000	0.004312575470070726	951	25	5797	28615
PACIFIC	scaffold56	1	500000	0.004962779156327543	865	44	8866	25546
ATLANTIC	scaffold57	1	500000	0.001972872996300863	1649	8	4055	69613
PACIFIC	scaffold57	1	500000	0.00354699771978718	1401	14	3947	69721
ATLANTIC	scaffold58	1	500000	0.006165228113440197	361	5	811	9633
PACIFIC	scaffold58	1	500000	0.0	102	0	102	10342
ATLANTIC	scaffold59	1	500000	0.0	1464	0	3008	49268
PACIFIC	scaffold59	1	500000	0.001936108422071636	638	2	1033	51243
ATLANTIC	scaffold60	1	500000	0.003789074834227976	1314	24	6334	36534
PACIFIC	scaffold60	1	500000	0.0	402	0	2081	40787
ATLANTIC	scaffold61	1	500000	0.002549781447304517	3485	21	8236	125408
PACIFIC	scaffold61	1	500000	0.002675227394328518	2434	20	7476	126168
ATLANTIC	scaffold62	1	500000	0.0	1100	0	2290	49062
PACIFIC	scaffold62	1	500000	0.0010353306587291317	927	8	7727	43625
ATLANTIC	scaffold63	1	500000	0.0	624	0	2503	26645
PACIFIC	scaffold63	1	500000	0.0007587253414264037	743	1	1318	27830
ATLANTIC	scaffold64	1	500000	0.001384083044982699	1119	10	7225	34047
PACIFIC	scaffold64	1	500000	0.0007077766964522694	1057	8	11303	29969
ATLANTIC	scaffold65	1	500000	0.0016761649346295675	1868	5	2983	62649
PACIFIC	scaffold65	1	500000	0.0106951871657754	715	10	935	64697
ATLANTIC	scaffold66	1	500000	0.0	512	0	922	32538
PACIFIC	scaffold66	1	500000	0.004319654427645789	806	4	926	32534
ATLANTIC	scaffold67	1	500000	0.0009376465072667605	1238	4	4266	48318
PACIFIC	scaffold67	1	500000	0.016611295681063124	970	75	4515	48069
ATLANTIC	scaffold68	1	500000	0.0	1412	0	1977	62199
PACIFIC	scaffold68	1	500000	0.0013554727211114877	1336	4	2951	61225
ATLANTIC	scaffold69	1	500000	0.0	442	0	1352	27096
PACIFIC	scaffold69	1	500000	0.0015267175572519084	730	2	1310	27138
ATLANTIC	scaffold70	1	500000	0.0	1708	0	4373	64591
PACIFIC	scaffold70	1	500000	0.0	1480	0	7021	61943
ATLANTIC	scaffold71	1	500000	0.0	3715	0	15601	120395
PACIFIC	scaffold71	1	500000	0.0005131075660042915	2957	11	21438	114558
ATLANTIC	scaffold72	1	500000	0.004550735863671573	3986	47	10328	123876
PACIFIC	scaffold72	1	500000	0.007118988813017579	1865	49	6883	127321
ATLANTIC	scaffold73	1	500000	0.001043969540653402	5372	34	32568	157776
PACIFIC	scaffold73	1	500000	0.0009354536950420954	1480	4	4276	186068
ATLANTIC	scaffold74	1	500000	0.001428775539362766	2548	10	6999	93409
PACIFIC	scaffold74	1	500000	0.000253613999492772	1865	2	7886	92522
ATLANTIC	scaffold75	1	500000	0.002140309155766944	1530	9	4205	44095
ATLANTIC	scaffold75	500001	1000000	0.0	75	0	75	2025
PACIFIC	scaffold75	1	500000	0.0067613252197430695	760	40	5916	42384
PACIFIC	scaffold75	500001	1000000	NA	0	0	0	2100
ATLANTIC	scaffold76	1	500000	0.009891772372861632	2009	85	8593	58075
PACIFIC	scaffold76	1	500000	0.01365441906653426	1098	55	4028	62640
ATLANTIC	scaffold77	1	500000	0.005034965034965035	1789	18	3575	65893
PACIFIC	scaffold77	1	500000	0.009784735812133072	1229	20	2044	67424
ATLANTIC	scaffold78	1	500000	0.00030129557095510696	1804	1	3319	70601
PACIFIC	scaffold78	1	500000	0.001145475372279496	1086	2	1746	72174
ATLANTIC	scaffold79	1	500000	0.0	1991	0	3181	96583
PACIFIC	scaffold79	1	500000	0.00021602937999567941	2449	1	4629	95135
ATLANTIC	scaffold80	1	500000	0.0	733	0	1878	24526
PACIFIC	scaffold80	1	500000	0.0034482758620689655	290	1	290	26114
ATLANTIC	scaffold81	1	500000	0.002178649237472767	4678	21	9639	174461
PACIFIC	scaffold81	1	500000	0.004899135446685879	3617	34	6940	177160
ATLANTIC	scaffold82	1	500000	0.0	744	0	1139	45705
PACIFIC	scaffold82	1	500000	0.002636435539151068	1402	10	3793	43051
ATLANTIC	scaffold83	1	500000	0.0	486	0	601	17935
PACIFIC	scaffold83	1	500000	0.0027397260273972603	315	1	365	18171
ATLANTIC	scaffold84	1	500000	0.0	1013	0	2881	28115
PACIFIC	scaffold84	1	500000	0.0	164	0	164	30832
ATLANTIC	scaffold85	1	500000	0.003050330452465684	2646	12	3934	98854
PACIFIC	scaffold85	1	500000	0.0	1780	0	3270	99518
ATLANTIC	scaffold86	1	500000	0.0	215	0	215	14709
PACIFIC	scaffold86	1	500000	0.0	318	0	408	14516
ATLANTIC	scaffold87	1	500000	0.0009910802775024777	684	1	1009	37855
PACIFIC	scaffold87	1	500000	0.007556675062972292	1095	15	1985	36879
ATLANTIC	scaffold88	1	500000	0.00707395498392283	1675	22	3110	64650
PACIFIC	scaffold88	1	500000	0.008077544426494346	1277	15	1857	65903
ATLANTIC	scaffold89	1	500000	0.0	1423	0	2533	50499
PACIFIC	scaffold89	1	500000	0.0036117381489841984	960	8	2215	50817
ATLANTIC	scaffold90	1	500000	0.001423994304022784	2097	4	2809	89759
PACIFIC	scaffold90	1	500000	0.0038880248833592537	1956	35	9002	83566
ATLANTIC	scaffold91	1	500000	0.0	938	0	1738	33626
PACIFIC	scaffold91	1	500000	0.0	519	0	519	34845
ATLANTIC	scaffold92	1	500000	0.0	169	0	395	4337
PACIFIC	scaffold92	1	500000	NA	0	0	0	4732
ATLANTIC	scaffold93	1	500000	0.0023993601706211675	1527	9	3751	47069
PACIFIC	scaffold93	1	500000	0.010786193672099712	775	45	4172	46648
ATLANTIC	scaffold94	1	500000	0.0	32	0	32	6520
PACIFIC	scaffold94	1	500000	0.0	234	0	654	5898
ATLANTIC	scaffold95	1	500000	0.0	1234	0	3176	44424
PACIFIC	scaffold95	1	500000	0.0006464124111182935	1054	2	3094	44506
ATLANTIC	scaffold96	1	500000	0.0	962	0	1217	51199
PACIFIC	scaffold96	1	500000	0.0	1131	0	4226	48190
ATLANTIC	scaffold97	1	500000	0.0	886	0	1919	37393
PACIFIC	scaffold97	1	500000	0.013721185510428101	908	25	1822	37490
ATLANTIC	scaffold98	1	500000	0.003179650238473768	3507	26	8177	116115
PACIFIC	scaffold98	1	500000	0.015821578345406023	2513	166	10492	113800
ATLANTIC	scaffold99	1	500000	0.0	384	0	2777	19063
PACIFIC	scaffold99	1	500000	0.0010565240359218173	730	4	3786	18054
ATLANTIC	scaffold100	1	500000	0.0	1808	0	4225	70255
PACIFIC	scaffold100	1	500000	0.002582866982350409	1468	6	2323	72157
ATLANTIC	scaffold101	1	500000	0.0	1054	0	1679	44857
PACIFIC	scaffold101	1	500000	0.004501969611705121	902	8	1777	44759
ATLANTIC	scaffold102	1	500000	0.0	757	0	2268	42476
PACIFIC	scaffold102	1	500000	0.003669112741827885	1068	11	2998	41746
ATLANTIC	scaffold103	1	500000	0.0	779	0	1419	28065
PACIFIC	scaffold103	1	500000	0.0	356	0	890	28594
ATLANTIC	scaffold104	1	500000	0.005509641873278237	354	12	2178	7846
PACIFIC	scaffold104	1	500000	0.0	159	0	254	9770
ATLANTIC	scaffold105	1	500000	0.0011385199240986717	1366	6	5270	40230
PACIFIC	scaffold105	1	500000	0.016647048932234742	850	99	5947	39553
ATLANTIC	scaffold106	1	500000	0.0	794	0	1920	22496
PACIFIC	scaffold106	1	500000	0.0	521	0	521	23895
ATLANTIC	scaffold107	1	500000	0.0018804847471792729	1831	9	4786	86438
PACIFIC	scaffold107	1	500000	0.005726872246696035	2211	78	13620	77604
ATLANTIC	scaffold108	1	500000	0.005407232173031429	1069	16	2959	55421
PACIFIC	scaffold108	1	500000	0.004457179242279528	1571	14	3141	55239
ATLANTIC	scaffold109	1	500000	0.0008417508417508417	1964	3	3564	73660
PACIFIC	scaffold109	1	500000	0.0	1687	0	4786	72438
ATLANTIC	scaffold110	1	500000	0.0064971751412429375	1345	23	3540	64500
PACIFIC	scaffold110	1	500000	0.003090822634331907	1656	26	8412	59628
ATLANTIC	scaffold111	1	500000	0.0	637	0	687	19249
PACIFIC	scaffold111	1	500000	0.0	266	0	266	19670
ATLANTIC	scaffold112	1	500000	0.0017508024511234317	1635	6	3427	68813
PACIFIC	scaffold112	1	500000	0.0011092623405435386	1486	4	3606	68634
ATLANTIC	scaffold113	1	500000	0.0007547169811320754	1183	4	5300	37764
PACIFIC	scaffold113	1	500000	0.0008523332623055614	975	4	4693	38371
ATLANTIC	scaffold114	1	500000	0.0013844023996308261	1885	9	6501	94831
PACIFIC	scaffold114	1	500000	0.006474441014830987	2530	86	13283	88049
ATLANTIC	scaffold115	1	500000	0.0032679738562091504	2895	32	9792	123964
ATLANTIC	scaffold115	500001	1000000	0.0038213518032003822	1560	16	4187	64273
PACIFIC	scaffold115	1	500000	0.004369013611157789	3112	52	11902	121854
PACIFIC	scaffold115	500001	1000000	0.005030355594102341	1302	29	5765	62695
ATLANTIC	scaffold116	1	500000	0.003205128205128205	312	1	312	18980
PACIFIC	scaffold116	1	500000	0.002053388090349076	437	1	487	18805
ATLANTIC	scaffold117	1	500000	0.001256055984209582	2450	7	5573	99203
PACIFIC	scaffold117	1	500000	0.008381434332252708	2171	106	12647	92129
ATLANTIC	scaffold118	1	500000	0.0	844	0	1859	36361
PACIFIC	scaffold118	1	500000	0.0	855	0	1225	36995
ATLANTIC	scaffold119	1	500000	0.0	633	0	2541	28959
PACIFIC	scaffold119	1	500000	0.001490947816826411	758	7	4695	26805
ATLANTIC	scaffold120	1	500000	0.0017531556802244039	1529	10	5704	43800
PACIFIC	scaffold120	1	500000	0.0	483	0	1175	48329
ATLANTIC	scaffold121	1	500000	0.004014272970561998	1167	9	2242	42306
PACIFIC	scaffold121	1	500000	0.0016142050040355124	639	2	1239	43309
ATLANTIC	scaffold122	1	500000	0.00047996160307175426	5263	4	8334	235574
PACIFIC	scaffold122	1	500000	0.0020680579056213573	5459	22	10638	233270
ATLANTIC	scaffold123	1	500000	0.0016859344894026974	2401	7	4152	125404
ATLANTIC	scaffold123	500001	1000000	0.004934790271413465	2424	28	5674	96582
PACIFIC	scaffold123	1	500000	0.0005176876617773944	3011	3	5795	123761
PACIFIC	scaffold123	500001	1000000	0.009527233507100486	1592	53	5563	96693
ATLANTIC	scaffold124	1	500000	0.008755071535340594	2198	41	4683	88613
PACIFIC	scaffold124	1	500000	0.00017370158068438424	2035	1	5757	87539
ATLANTIC	scaffold125	1	500000	0.0004259850905218317	2036	4	9390	113166
PACIFIC	scaffold125	1	500000	0.0008280104092737166	3500	7	8454	114102
ATLANTIC	scaffold126	1	500000	0.007574632407544928	2090	51	6733	76147
PACIFIC	scaffold126	1	500000	0.0025998142989786446	1913	28	10770	72110
ATLANTIC	scaffold127	1	500000	0.0027991602519244225	1662	16	5716	48016
PACIFIC	scaffold127	1	500000	0.001607717041800643	622	1	622	53110
ATLANTIC	scaffold128	1	500000	0.00036859565057132326	1589	1	2713	82323
PACIFIC	scaffold128	1	500000	0.003027027027027027	1938	14	4625	80411
ATLANTIC	scaffold129	1	500000	0.0	335	0	465	20311
PACIFIC	scaffold129	1	500000	0.011015911872705019	407	9	817	19959
ATLANTIC	scaffold130	1	500000	0.006616257088846881	1864	21	3174	102358
PACIFIC	scaffold130	1	500000	0.007707129094412331	2359	36	4671	100861
ATLANTIC	scaffold131	1	500000	0.01400744145327205	1038	64	4569	43031
PACIFIC	scaffold131	1	500000	0.006993569131832797	1399	87	12440	35160
ATLANTIC	scaffold132	1	500000	0.0006514657980456026	1170	1	1535	32345
PACIFIC	scaffold132	1	500000	0.0031496062992125984	256	2	635	33245
ATLANTIC	scaffold133	1	500000	0.0	1050	0	2876	32208
PACIFIC	scaffold133	1	500000	0.003248730964467005	561	16	4925	30159
ATLANTIC	scaffold134	1	500000	0.002803083391730904	1716	16	5708	76724
PACIFIC	scaffold134	1	500000	0.0008900316455696202	2450	18	20224	62208
ATLANTIC	scaffold135	1	500000	0.00551314673452078	1357	13	2358	51150
PACIFIC	scaffold135	1	500000	0.00883489784649365	1076	16	1811	51697
ATLANTIC	scaffold136	1	500000	0.0010606060606060607	2782	7	6600	99996
PACIFIC	scaffold136	1	500000	0.010859301227573183	2130	69	6354	100242
ATLANTIC	scaffold137	1	500000	0.0030453598333066195	1561	19	6239	118725
PACIFIC	scaffold137	1	500000	0.004908946951702296	3570	31	6315	118649
ATLANTIC	scaffold138	1	500000	0.000706880301602262	2457	3	4244	88744
PACIFIC	scaffold138	1	500000	0.01311236568930978	1900	72	5491	87497
ATLANTIC	scaffold139	1	500000	0.003422526446795271	2982	22	6428	162972
PACIFIC	scaffold139	1	500000	0.016676712879244524	4471	249	14931	154469
ATLANTIC	scaffold140	1	500000	0.0011929107021131562	2523	7	5868	96640
PACIFIC	scaffold140	1	500000	0.006355932203389831	2238	27	4248	98260
ATLANTIC	scaffold141	1	500000	0.014573991031390135	477	26	1784	17312
PACIFIC	scaffold141	1	500000	0.0	476	0	1091	18005
ATLANTIC	scaffold142	1	500000	0.0	103	0	103	6477
PACIFIC	scaffold142	1	500000	0.004166666666666667	230	1	240	6340
ATLANTIC	scaffold144	1	500000	0.0034615384615384616	852	9	2600	28872
PACIFIC	scaffold144	1	500000	0.0006027727546714888	719	1	1659	29813
ATLANTIC	scaffold145	1	500000	0.002369236376890833	1325	13	5487	60341
ATLANTIC	scaffold145	500001	1000000	0.0010676156583629894	783	3	2810	25414
PACIFIC	scaffold145	1	500000	0.005817174515235457	1521	21	3610	62218
PACIFIC	scaffold145	500001	1000000	0.0	361	0	361	27863
ATLANTIC	scaffold146	1	500000	0.003505355404089581	1083	18	5135	50585
PACIFIC	scaffold146	1	500000	0.003988035892323031	1185	20	5015	50705
ATLANTIC	scaffold147	1	500000	0.0	2809	0	4359	143117
PACIFIC	scaffold147	1	500000	0.004490227152667723	3480	34	7572	139904
ATLANTIC	scaffold148	1	500000	0.0	150	0	250	5658
PACIFIC	scaffold148	1	500000	0.0	61	0	186	5722
ATLANTIC	scaffold149	1	500000	NA	0	0	0	6328
PACIFIC	scaffold149	1	500000	0.0	226	0	406	5922
ATLANTIC	scaffold150	1	500000	0.0	773	0	1608	36640
PACIFIC	scaffold150	1	500000	0.0012804097311139564	781	1	781	37467
ATLANTIC	scaffold151	1	500000	0.0007222824124232575	2238	4	5538	61802
PACIFIC	scaffold151	1	500000	0.0	614	0	2453	64887
ATLANTIC	scaffold152	1	500000	0.0005688282138794084	2419	3	5274	108406
PACIFIC	scaffold152	1	500000	0.0017673521850899742	2567	33	18672	95008
ATLANTIC	scaffold153	1	500000	0.003	599	3	1000	19468
PACIFIC	scaffold153	1	500000	0.0	219	0	219	20249
ATLANTIC	scaffold154	1	500000	0.0010427528675703858	2221	9	8631	94129
PACIFIC	scaffold154	1	500000	0.006436129595287444	2248	59	9167	93593
ATLANTIC	scaffold155	1	500000	0.002764612954186414	1677	7	2532	103560
PACIFIC	scaffold155	1	500000	0.002667111185197533	2829	32	11998	94094
ATLANTIC	scaffold156	1	500000	0.0026307135810588623	933	8	3041	31847
PACIFIC	scaffold156	1	500000	0.014151925078043704	543	68	4805	30083
ATLANTIC	scaffold157	1	500000	0.0017816650469711693	2074	11	6174	91770
PACIFIC	scaffold157	1	500000	0.0073759499329459095	2169	33	4474	93470
ATLANTIC	scaffold158	1	500000	0.005160684963640629	2010	22	4263	65093
PACIFIC	scaffold158	1	500000	0.0017953321364452424	1094	2	1114	68242
ATLANTIC	scaffold159	1	500000	0.0018143332325370426	1732	6	3307	349885
PACIFIC	scaffold159	1	500000	0.0011685796154892827	11472	73	62469	290723
ATLANTIC	scaffold160	1	500000	0.0013736263736263737	693	1	728	45276
PACIFIC	scaffold160	1	500000	0.0002731494127287626	1070	1	3661	42343
ATLANTIC	scaffold161	1	500000	0.0028268551236749115	1060	4	1415	56377
PACIFIC	scaffold161	1	500000	0.0	1266	0	2241	55551
ATLANTIC	scaffold162	1	500000	0.000946073793755913	775	1	1057	27307
PACIFIC	scaffold162	1	500000	0.0022271714922048997	449	1	449	27915
ATLANTIC	scaffold164	1	500000	0.0031364349189754314	1278	6	1913	45183
PACIFIC	scaffold164	1	500000	0.0035608308605341245	705	6	1685	45411
ATLANTIC	scaffold165	1	500000	0.0	114	0	114	14866
PACIFIC	scaffold165	1	500000	0.0	462	0	832	14148
ATLANTIC	scaffold166	1	500000	0.0016937669376693768	2947	15	8856	99784
PACIFIC	scaffold166	1	500000	0.0037467955038453953	2171	19	5071	103569
ATLANTIC	scaffold167	1	500000	0.004721789987658958	5077	88	18637	170083
PACIFIC	scaffold167	1	500000	0.0021600793975129896	4154	37	17129	171591
ATLANTIC	scaffold168	1	500000	0.0	964	0	3612	28196
PACIFIC	scaffold168	1	500000	0.0	348	0	518	31290
ATLANTIC	scaffold169	1	500000	0.0	1287	0	2646	77238
PACIFIC	scaffold169	1	500000	0.0025657472738935213	2145	20	7795	72089
ATLANTIC	scaffold170	1	500000	0.0	347	0	347	13177
PACIFIC	scaffold170	1	500000	0.0	266	0	531	12993
ATLANTIC	scaffold171	1	500000	0.0	13	0	18	1130
PACIFIC	scaffold171	1	500000	0.0	28	0	28	1120
ATLANTIC	scaffold172	1	500000	0.0	293	0	1218	11774
